architecture,max_grad_norm,epoch,learning_rate_group_0,learning_rate_group_1,train_total_loss,validation_total_loss,validation_continuous_loss,validation_win_loss,validation_score_differential_rmse,validation_score_rmse,validation_winner_accuracy,validation_winner_brier,validation_winner_ece,validation_winner_log_loss,clipping_fraction,preclip_gradient_norm_max,preclip_gradient_norm_mean,epoch_seconds,samples_per_second,z_base_update_norm_mean,is_key_epoch,is_best_validation_score_rmse,is_best_validation_score_differential_rmse,is_best_validation_winner_brier,is_best_validation_winner_log_loss
additive,2.5,12,0.0007959536742419004,0.0007959536742419004,4.532667636871338,5.849078178405762,0.8088985085487366,0.5693193674087524,109.6233139038086,81.53092193603516,0.6724693775177002,0.20938372611999512,0.046120669692754745,0.6064328551292419,0.0,2.0513150691986084,2.0262629985809326,1.8862452507019043,2702.193603515625,0.2939082086086273,False,False,False,False,False
additive,2.5,13,0.0007636367809027433,0.0007636367809027433,4.312557220458984,5.728369235992432,0.7963061928749084,0.5653150677680969,108.61962127685547,80.81586456298828,0.6753707528114319,0.20757706463336945,0.043241698294878006,0.6021053194999695,0.0,2.078749895095825,2.0502922534942627,1.5601904392242432,3266.908935546875,0.31319740414619446,False,False,False,False,False
additive,2.5,14,0.0007297252886928618,0.0007297252886928618,4.098839282989502,5.613838195800781,0.7855855822563171,0.5616089105606079,107.73566436767578,80.20849609375,0.6814957857131958,0.2059185653924942,0.04236411303281784,0.5980955958366394,0.0,2.098626136779785,2.065969228744507,2.0923492908477783,2436.017578125,0.33135318756103516,True,False,False,False,False
additive,2.5,15,0.000694428279530257,0.000694428279530257,3.8948709964752197,5.505201816558838,0.7763514518737793,0.5585747957229614,107.00495147705078,79.67887115478516,0.6824629306793213,0.20458528399467468,0.03764974698424339,0.5948103070259094,0.0,2.100951671600342,2.079155683517456,2.419901132583618,2106.284423828125,0.34821218252182007,True,False,False,False,False
additive,2.5,16,0.0006579633918590844,0.0006579633918590844,3.7010891437530518,5.4047698974609375,0.7689272165298462,0.5560203194618225,106.38963317871094,79.24697875976562,0.6843971610069275,0.20348156988620758,0.03399094566702843,0.5920409560203552,0.0,2.1319127082824707,2.095287799835205,2.030038356781006,2510.7900390625,0.36391109228134155,False,False,False,False,False
additive,2.5,17,0.0006205554818734527,0.0006205554818734527,3.5176949501037598,5.311446189880371,0.7627281546592712,0.5538737773895264,105.88383483886719,78.8952865600586,0.6860090494155884,0.2025613933801651,0.030656462535262108,0.5897114276885986,0.0,2.139519453048706,2.11024808883667,1.9302500486373901,2640.590576171875,0.37836936116218567,False,False,False,False,False
additive,2.5,18,0.0005824350519105792,0.0005824350519105792,3.346184492111206,5.22500467300415,0.757217526435852,0.5520400404930115,105.4529037475586,78.5789566040039,0.6882656216621399,0.20177945494651794,0.028093645349144936,0.5877156853675842,0.0,2.137718439102173,2.122339963912964,1.7827682495117188,2859.036865234375,0.39175817370414734,False,False,False,False,False
additive,2.5,19,0.0005438372609205544,0.0005438372609205544,3.186522960662842,5.144065856933594,0.7523905038833618,0.5505369305610657,105.07661437988281,78.28925323486328,0.6882656216621399,0.20114628970623016,0.026411842554807663,0.5860781669616699,0.0,2.167947769165039,2.134457588195801,1.6155610084533691,3154.941162109375,0.40401649475097656,False,False,False,False,False
additive,2.5,20,0.0005050000036135316,0.0005050000036135316,3.0382676124572754,5.0684123039245605,0.7480055689811707,0.5492290258407593,104.72866821289062,78.03289794921875,0.6879432797431946,0.20059235394001007,0.024829870089888573,0.5846524238586426,0.0,2.1902265548706055,2.150498628616333,1.9209868907928467,2653.32373046875,0.4152638912200928,True,False,False,False,False
additive,2.5,21,0.0004661627463065088,0.0004661627463065088,2.902414083480835,5.0025248527526855,0.7450839281082153,0.5482288002967834,104.4953384399414,77.87274169921875,0.6901998519897461,0.20016492903232574,0.02346036210656166,0.5835597515106201,0.0,2.186084270477295,2.1575491428375244,1.7582006454467773,2898.986328125,0.42533162236213684,False,False,False,False,False
additive,2.5,22,0.0004275649262126535,0.0004275649262126535,2.7787728309631348,4.941370964050293,0.7427042722702026,0.5475064516067505,104.29727172851562,77.73172760009766,0.6905222535133362,0.19985881447792053,0.021843569353222847,0.5827649831771851,0.0,2.200991153717041,2.163158416748047,1.785473346710205,2854.705078125,0.43448102474212646,False,False,False,False,False
additive,2.5,23,0.00038944455445744097,0.00038944455445744097,2.6664085388183594,4.886552810668945,0.7404666543006897,0.5468716025352478,104.11650848388672,77.60145568847656,0.6927788257598877,0.19959178566932678,0.02076558582484722,0.5820673704147339,0.0,2.1950843334198,2.1737372875213623,1.743509292602539,2923.414306640625,0.44271165132522583,False,False,False,False,False
additive,2.5,24,0.00035203658626414835,0.00035203658626414835,2.565211772918701,4.837380886077881,0.7386770248413086,0.5463250279426575,103.96602630615234,77.49533081054688,0.6947131156921387,0.19934885203838348,0.019913973286747932,0.5814659595489502,0.0,2.2040059566497803,2.182802200317383,1.844875454902649,2762.7880859375,0.45003971457481384,False,False,False,False,False
additive,2.5,25,0.00031557169859297574,0.00031557169859297574,2.47503662109375,4.794318199157715,0.7371506690979004,0.5459316968917847,103.83272552490234,77.40680694580078,0.6953578591346741,0.1991777867078781,0.017167242243885994,0.5810293555259705,0.0,2.22816801071167,2.1866378784179688,2.122708320617676,2401.177734375,0.45657289028167725,True,False,False,False,False
additive,2.5,26,0.0002802746894303709,0.0002802746894303709,2.3952815532684326,4.756458759307861,0.7361307740211487,0.5455906391143799,103.74592590332031,77.35630798339844,0.6963249444961548,0.19902518391609192,0.016457751393318176,0.5806506276130676,0.0,2.2267799377441406,2.1968491077423096,1.925183653831482,2647.539794921875,0.46234938502311707,False,False,False,False,False
additive,2.5,27,0.0002463631972204894,0.0002463631972204894,2.3254284858703613,4.72336483001709,0.7352856397628784,0.5453625917434692,103.6573715209961,77.30555725097656,0.6966473460197449,0.1989206224679947,0.015652207657694817,0.5803945660591125,0.0,2.2393462657928467,2.20297908782959,2.039551019668579,2499.079345703125,0.46737033128738403,False,False,False,False,False
additive,2.5,28,0.00021404630388133228,0.00021404630388133228,2.264847993850708,4.694739818572998,0.7344564199447632,0.5450977683067322,103.57793426513672,77.26366424560547,0.6966473460197449,0.19880026578903198,0.01589393988251686,0.5801010131835938,0.0,2.2869582176208496,2.206880807876587,4.687216281890869,1087.42578125,0.471701979637146,False,False,False,False,False
additive,2.5,29,0.00018352321058046073,0.00018352321058046073,2.21301007270813,4.670410633087158,0.7339549660682678,0.5449610352516174,103.53240203857422,77.23606872558594,0.6969696879386902,0.19873765110969543,0.015293758362531662,0.579949140548706,0.0,2.232863664627075,2.2085623741149902,2.2854537963867188,2230.191650390625,0.4753756523132324,False,False,False,False,False
additive,2.5,30,0.00015498214634135365,0.00015498214634135365,2.169008255004883,4.649667739868164,0.7333980202674866,0.5447760820388794,103.4751205444336,77.20344543457031,0.6963249444961548,0.19864724576473236,0.014612783677875996,0.5797436833381653,0.0,2.2346737384796143,2.2137348651885986,2.0836453437805176,2446.193603515625,0.478493869304657,True,False,False,False,False
additive,2.5,31,0.00012859904381912202,0.00012859904381912202,2.1325864791870117,4.632387638092041,0.7329775094985962,0.5446847677230835,103.44158172607422,77.17993927001953,0.6960026025772095,0.19860213994979858,0.012759057804942131,0.5796407461166382,0.0,2.252105236053467,2.219390630722046,2.027719020843506,2513.661865234375,0.4810875952243805,False,False,False,False,False
additive,2.5,32,0.00010453658615006134,0.00010453658615006134,2.1028497219085693,4.618736267089844,0.7327176928520203,0.5445860028266907,103.4085464477539,77.16476440429688,0.6963249444961548,0.19855602085590363,0.012189294211566448,0.5795308351516724,0.0,2.2448229789733887,2.217526435852051,2.001455068588257,2546.647216796875,0.4832126200199127,False,False,False,False,False
additive,2.5,33,8.29431155580096e-05,8.29431155580096e-05,2.0790398120880127,4.607514381408691,0.7324510812759399,0.5445297956466675,103.38433837890625,77.14944458007812,0.6960026025772095,0.1985277533531189,0.013493306934833527,0.5794662833213806,0.0,2.2663416862487793,2.2221550941467285,2.099069833755493,2428.21826171875,0.4848954975605011,False,False,False,False,False
additive,2.5,34,6.395176751539111e-05,6.395176751539111e-05,2.060457229614258,4.598667144775391,0.7322064638137817,0.5444876551628113,103.36698150634766,77.13581848144531,0.6953578591346741,0.1985052525997162,0.013539107516407967,0.5794178247451782,0.0,2.2600772380828857,2.222836494445801,2.2916829586029053,2224.129638671875,0.4862027168273926,False,False,False,False,False
additive,2.5,35,4.7679630370112136e-05,4.7679630370112136e-05,2.046473503112793,4.592172145843506,0.7320652008056641,0.5444526672363281,103.35456085205078,77.1276626586914,0.6953578591346741,0.19848747551441193,0.01358718704432249,0.5793783068656921,0.0,2.2600526809692383,2.2208969593048096,2.107959508895874,2417.97802734375,0.48719099164009094,True,False,False,False,False
additive,2.5,36,3.422702502575703e-05,3.422702502575703e-05,2.036236047744751,4.587403297424316,0.7319557666778564,0.5444202423095703,103.34410095214844,77.12162017822266,0.695035457611084,0.1984712928533554,0.014356335625052452,0.5793420076370239,0.0,2.268249988555908,2.2267825603485107,1.7111045122146606,2978.77783203125,0.4879108965396881,False,False,False,False,False
additive,2.5,37,2.367689012316987e-05,2.367689012316987e-05,2.0290515422821045,4.5840983390808105,0.7318999767303467,0.5444076061248779,103.33875274658203,77.1190185546875,0.695035457611084,0.19846417009830475,0.015111037530004978,0.5793273448944092,0.0,2.2582833766937256,2.226532220840454,1.6991355419158936,2999.7607421875,0.4884152412414551,False,False,False,False,False
additive,2.5,38,1.609427090443205e-05,1.609427090443205e-05,2.0241503715515137,4.581728935241699,0.7318295240402222,0.5443951487541199,103.33322143554688,77.11449432373047,0.695035457611084,0.19845782220363617,0.015140627510845661,0.579313337802887,0.0,2.240663528442383,2.2236874103546143,2.0998425483703613,2427.324951171875,0.48875924944877625,False,False,False,False,False
additive,2.5,39,1.1525919944688212e-05,1.1525919944688212e-05,2.020785093307495,4.580140113830566,0.731796383857727,0.5443880558013916,103.33026123046875,77.11248779296875,0.695035457611084,0.19845405220985413,0.015613136813044548,0.579305112361908,0.0,2.2522573471069336,2.224799156188965,1.8385953903198242,2772.224853515625,0.4889954626560211,False,False,False,False,False
additive,2.5,40,9.999999747378752e-06,9.999999747378752e-06,2.0182037353515625,4.578938007354736,0.731762707233429,0.5443801879882812,103.3277816772461,77.11050415039062,0.695035457611084,0.1984499841928482,0.015629729256033897,0.5792962908744812,0.0,2.250751495361328,2.222912311553955,1.8396002054214478,2770.710693359375,0.48917606472969055,True,True,True,True,True
full-match,2.5,1,0.0009984740754589438,0.0009984740754589438,6.123037338256836,6.740458965301514,0.9937615394592285,0.6279003024101257,123.53813171386719,92.7834243774414,0.6302385330200195,0.23822320997714996,0.09469432383775711,0.6694427728652954,1.0,6.477024078369141,4.591771602630615,3.3392553329467773,1526.38818359375,0.032723650336265564,True,False,False,False,False
full-match,2.5,2,0.0009939057053998113,0.0009939057053998113,5.037234783172607,5.667313575744629,0.9392974972724915,0.5934981107711792,116.95284271240234,89.8338623046875,0.7121211886405945,0.22024482488632202,0.14978966116905212,0.6325934529304504,1.0,3.2778544425964355,2.880934715270996,3.5136590003967285,1450.62451171875,0.05992237851023674,False,False,False,False,False
full-match,2.5,3,0.0009863231098279357,0.0009863231098279357,4.245062828063965,4.925703048706055,0.8224946856498718,0.5404367446899414,107.849365234375,82.6485824584961,0.722759485244751,0.19464729726314545,0.08481273055076599,0.5756060481071472,1.0,2.6943509578704834,2.6048455238342285,3.633108377456665,1402.930908203125,0.08543296158313751,False,False,False,False,False
full-match,2.5,4,0.0009757729712873697,0.0009757729712873697,3.6156980991363525,4.444187641143799,0.7910651564598083,0.509811282157898,104.0412826538086,80.1066665649414,0.7282398343086243,0.18200722336769104,0.023623324930667877,0.542628824710846,1.0,3.6170780658721924,2.9337310791015625,3.569838285446167,1427.7957763671875,0.1092444583773613,False,False,False,False,False
full-match,2.5,5,0.0009623203659430146,0.0009623203659430146,3.0840518474578857,4.0368452072143555,0.7211005091667175,0.4983980655670166,101.04293823242188,75.81449127197266,0.7337201833724976,0.17757822573184967,0.01601279526948929,0.530317485332489,1.0,4.545738697052002,3.194546699523926,3.3738887310028076,1510.7196044921875,0.13057304918766022,True,False,False,False,False
full-match,2.5,6,0.0009460482397116721,0.0009460482397116721,2.64933443069458,3.835575819015503,0.7522700428962708,0.49775266647338867,98.26072692871094,78.2887191772461,0.7401676177978516,0.17710357904434204,0.023028617724776268,0.5294358730316162,1.0,3.9528958797454834,3.169269323348999,3.3372280597686768,1527.3154296875,0.1487082988023758,True,False,False,True,True
full-match,2.5,7,0.000927056884393096,0.000927056884393096,2.342967987060547,3.6479344367980957,0.7390941381454468,0.5037655830383301,97.87254333496094,77.50481414794922,0.740812361240387,0.17855124175548553,0.04636119678616524,0.5356525778770447,1.0,6.620227813720703,4.1133880615234375,2.8425300121307373,1793.120849609375,0.16228069365024567,False,False,False,False,False
full-match,2.5,8,0.0009054634138010442,0.0009054634138010442,2.0913586616516113,3.4899673461914062,0.7094990015029907,0.518716037273407,98.20487213134766,75.76837921142578,0.7346872687339783,0.18206997215747833,0.06717988848686218,0.551399290561676,1.0,4.603821277618408,3.702136278152466,2.9587883949279785,1722.66455078125,0.1734141856431961,False,False,False,False,False
full-match,2.5,9,0.0008814009488560259,0.0008814009488560259,1.8721096515655518,3.337489604949951,0.6888291835784912,0.5335570573806763,97.92557525634766,74.35372161865234,0.7359768152236938,0.18529734015464783,0.08202964812517166,0.5670686364173889,1.0,5.1138787269592285,3.465148687362671,2.9762086868286133,1712.58154296875,0.18388383090496063,True,False,False,False,False
full-match,2.5,10,0.0008550178608857095,0.0008550178608857095,1.7022992372512817,3.37052583694458,0.7632918953895569,0.5521703362464905,97.71028137207031,79.30757904052734,0.7362991571426392,0.1885790377855301,0.09807402640581131,0.5867377519607544,1.0,8.955434799194336,4.326225280761719,3.0167760848999023,1689.552001953125,0.19271279871463776,True,False,True,False,False
full-match,2.5,11,0.0008264767820946872,0.0008264767820946872,1.5584948062896729,3.184659481048584,0.6749908328056335,0.5735700726509094,98.41596221923828,73.46710205078125,0.7366215586662292,0.19284571707248688,0.11520641297101974,0.6094868183135986,1.0,8.85051441192627,5.501070022583008,2.9283080101013184,1740.5955810546875,0.19899095594882965,False,True,False,False,False
full-match,2.5,12,0.0007959536742419004,0.0007959536742419004,1.421688437461853,3.1690657138824463,0.7075093984603882,0.5814037322998047,97.9886474609375,76.14109802246094,0.7298517227172852,0.19472752511501312,0.11656530201435089,0.6178420186042786,1.0,8.249361038208008,4.281526565551758,2.8744935989379883,1773.1820068359375,0.20511001348495483,False,False,False,False,False
full-match,2.5,13,0.0007636367809027433,0.0007636367809027433,1.2833516597747803,3.1491498947143555,0.7255005836486816,0.5971587300300598,97.89326477050781,77.07630157470703,0.7292069792747498,0.19723981618881226,0.1237136721611023,0.6345458626747131,1.0,5.213312149047852,3.718867301940918,3.2613348960876465,1562.85693359375,0.211555615067482,False,False,False,False,False
full-match,2.5,14,0.0007297252886928618,0.0007297252886928618,1.1472984552383423,2.998978853225708,0.6763345003128052,0.6144576668739319,97.99917602539062,73.77452850341797,0.7263056039810181,0.19947396218776703,0.13529522716999054,0.6529876589775085,1.0,5.077981948852539,3.7021100521087646,3.2522757053375244,1567.2103271484375,0.21740944683551788,True,False,False,False,False
full-match,2.5,15,0.000694428279530257,0.000694428279530257,1.012969732284546,3.0329411029815674,0.7071124911308289,0.6433984041213989,98.24073791503906,75.77909088134766,0.7272727489471436,0.20270510017871857,0.1469031125307083,0.6836423277854919,1.0,5.669637203216553,3.807119369506836,3.0456490516662598,1673.534912109375,0.22272063791751862,True,False,False,False,False
full-match,2.5,16,0.0006579633918590844,0.0006579633918590844,0.8917328119277954,2.9644932746887207,0.6989074349403381,0.6485509276390076,97.90101623535156,75.2098388671875,0.7295293211936951,0.20277108252048492,0.14648638665676117,0.6891692280769348,1.0,5.4674859046936035,3.6538407802581787,3.3351051807403564,1528.28759765625,0.22762514650821686,False,False,False,False,False
full-match,2.5,17,0.0006205554818734527,0.0006205554818734527,0.7772277593612671,2.9072682857513428,0.6834387183189392,0.6717491745948792,98.43678283691406,73.75306701660156,0.7272727489471436,0.20597301423549652,0.1554102748632431,0.7138271927833557,1.0,5.357233047485352,3.533294916152954,2.9613308906555176,1721.185546875,0.23220352828502655,False,False,False,False,False
full-match,2.5,18,0.0005824350519105792,0.0005824350519105792,0.6700401902198792,2.947841167449951,0.7197604775428772,0.684017539024353,98.17753601074219,76.23155212402344,0.7282398343086243,0.2066703587770462,0.15771602094173431,0.7268140316009521,1.0,4.8691277503967285,3.817378282546997,2.834855318069458,1797.975341796875,0.23621439933776855,False,False,False,False,False
full-match,2.5,19,0.0005438372609205544,0.0005438372609205544,0.5720646977424622,2.9164907932281494,0.7127151489257812,0.6998500227928162,98.43372344970703,76.04148864746094,0.7288845777511597,0.20860163867473602,0.16089895367622375,0.7438468933105469,1.0,6.557350158691406,4.431411266326904,3.0213165283203125,1687.0128173828125,0.23962339758872986,False,False,False,False,False
full-match,2.5,20,0.0005050000036135316,0.0005050000036135316,0.4906524121761322,2.8397645950317383,0.6895269751548767,0.7044762372970581,97.89339447021484,74.51078033447266,0.7314635515213013,0.2081882208585739,0.1606781929731369,0.7486568093299866,1.0,5.323338031768799,4.1427764892578125,3.0779480934143066,1655.9732666015625,0.24247410893440247,True,False,False,False,False
full-match,2.5,21,0.0004661627463065088,0.0004661627463065088,0.40473708510398865,2.8577358722686768,0.7054144144058228,0.7196624875068665,98.18277740478516,75.45498657226562,0.727917492389679,0.2105957269668579,0.16623780131340027,0.7648224234580994,1.0,4.320609092712402,3.633714199066162,3.302555799484253,1543.35009765625,0.24526852369308472,False,False,False,False,False
full-match,2.5,22,0.0004275649262126535,0.0004275649262126535,0.3247567415237427,2.853440761566162,0.7060933709144592,0.7355874180793762,98.63141632080078,75.65804290771484,0.7259832620620728,0.21311087906360626,0.1701265424489975,0.7818297147750854,1.0,5.852026462554932,3.834857702255249,3.407860517501831,1495.6597900390625,0.24780495464801788,False,False,False,False,False
full-match,2.5,23,0.00038944455445744097,0.00038944455445744097,0.2567526400089264,2.8241631984710693,0.6991822123527527,0.7456008195877075,98.70264434814453,74.49079895019531,0.7266280055046082,0.2138914316892624,0.1714128851890564,0.7924898862838745,1.0,5.952590465545654,3.7848868370056152,3.094552755355835,1647.0877685546875,0.2501431405544281,False,False,False,False,False
full-match,2.5,24,0.00035203658626414835,0.00035203658626414835,0.1873011738061905,2.9072391986846924,0.7261343002319336,0.7759876847267151,99.20068359375,76.94580841064453,0.7256608605384827,0.21665319800376892,0.17930077016353607,0.8247620463371277,1.0,5.28068733215332,3.7707059383392334,2.9024481773376465,1756.1036376953125,0.25211453437805176,False,False,False,False,False
full-match,2.5,25,0.00031557169859297574,0.00031557169859297574,0.1292818933725357,2.83156681060791,0.7017640471458435,0.7771452069282532,98.91462707519531,75.2567367553711,0.7253385186195374,0.21723690629005432,0.1792227327823639,0.8260210752487183,1.0,4.764732837677002,3.7356324195861816,3.3606925010681152,1516.651611328125,0.2538517415523529,True,False,False,False,False
full-match,2.5,26,0.0002802746894303709,0.0002802746894303709,0.07920056581497192,2.856677293777466,0.7119975090026855,0.7910558581352234,99.09439086914062,75.55066680908203,0.727917492389679,0.2172200232744217,0.18046970665454865,0.8407832384109497,1.0,7.546914100646973,4.160356521606445,3.1206226348876953,1633.327880859375,0.2553514838218689,False,False,False,False,False
full-match,2.5,27,0.0002463631972204894,0.0002463631972204894,0.038377854973077774,2.8356552124023438,0.7000532746315002,0.8023789525032043,99.25428771972656,75.03182983398438,0.7282398343086243,0.2188950926065445,0.18139983713626862,0.8528841733932495,1.0,5.138622283935547,3.9572694301605225,2.9505693912506104,1727.463134765625,0.2566141188144684,False,False,False,False,False
full-match,2.5,28,0.00021404630388133228,0.00021404630388133228,-0.0006805066368542612,2.849977731704712,0.7138713598251343,0.8027822375297546,99.03653717041016,76.03450012207031,0.7282398343086243,0.21901381015777588,0.18095898628234863,0.8533124327659607,1.0,5.428928375244141,3.681307077407837,2.992443799972534,1703.2901611328125,0.2576625347137451,False,False,False,False,False
full-match,2.5,29,0.00018352321058046073,0.00018352321058046073,-0.03433743491768837,2.857074022293091,0.7157361507415771,0.8118916153907776,99.17849731445312,75.9611587524414,0.7272727489471436,0.2196080982685089,0.18348893523216248,0.8629313111305237,1.0,4.720685958862305,3.7327001094818115,2.8769965171813965,1771.6392822265625,0.258593887090683,False,False,False,False,False
full-match,2.5,30,0.00015498214634135365,0.00015498214634135365,-0.06332273036241531,2.8617966175079346,0.7168977856636047,0.8200805187225342,99.17578125,76.17340850830078,0.7275950908660889,0.220686674118042,0.1843874752521515,0.8716155886650085,1.0,4.882939338684082,3.525526523590088,2.897139549255371,1759.321533203125,0.2593841552734375,True,False,False,False,False
full-match,2.5,31,0.00012859904381912202,0.00012859904381912202,-0.08746752887964249,2.884711503982544,0.7211818695068359,0.833016574382782,99.4574966430664,76.4603271484375,0.7266280055046082,0.22193944454193115,0.1874946802854538,0.8854223489761353,1.0,6.658893585205078,3.775989532470703,2.940080165863037,1733.626220703125,0.2600439190864563,False,False,False,False,False
full-match,2.5,32,0.00010453658615006134,0.00010453658615006134,-0.10638352483510971,2.8442015647888184,0.7054527401924133,0.833591639995575,99.4435806274414,75.34171295166016,0.7272727489471436,0.22151100635528564,0.18715684115886688,0.8860001564025879,1.0,4.62877893447876,3.618711471557617,2.8816018104553223,1768.807861328125,0.2605612576007843,False,False,False,False,False
full-match,2.5,33,8.29431155580096e-05,8.29431155580096e-05,-0.12040486186742783,2.835559844970703,0.7007127404212952,0.8374379873275757,99.5994873046875,75.03729248046875,0.7272727489471436,0.22182214260101318,0.18776431679725647,0.8900896310806274,1.0,4.851191520690918,3.564276695251465,2.9779555797576904,1711.576904296875,0.26096856594085693,False,False,False,False,False
full-match,2.5,34,6.395176751539111e-05,6.395176751539111e-05,-0.1347983032464981,2.848933696746826,0.7142609357833862,0.8316588997840881,99.2454605102539,75.7981948852539,0.727917492389679,0.221433624625206,0.18620070815086365,0.8839443325996399,1.0,4.34062385559082,3.5523431301116943,2.9860873222351074,1706.9158935546875,0.26127880811691284,False,False,False,False,False
full-match,2.5,35,4.7679630370112136e-05,4.7679630370112136e-05,-0.1437099725008011,2.839597702026367,0.7078322172164917,0.8351775407791138,99.46781158447266,75.50609588623047,0.7272727489471436,0.22177094221115112,0.18725888431072235,0.8876822590827942,1.0,4.666132926940918,3.545210838317871,3.2952723503112793,1546.7613525390625,0.2615242302417755,True,False,False,False,False
full-match,2.5,36,3.422702502575703e-05,3.422702502575703e-05,-0.1515445113182068,2.856449604034424,0.7174287438392639,0.8357052206993103,99.35972595214844,76.0645980834961,0.7282398343086243,0.22178640961647034,0.18632909655570984,0.8882413506507874,1.0,5.057560920715332,3.597064733505249,2.988783597946167,1705.3760986328125,0.2616942524909973,False,False,False,False,False
full-match,2.5,37,2.367689012316987e-05,2.367689012316987e-05,-0.15638530254364014,2.8546273708343506,0.7145528197288513,0.8386797904968262,99.50204467773438,75.92391967773438,0.727917492389679,0.22197939455509186,0.18706394731998444,0.8914052844047546,1.0,5.111141681671143,3.6638553142547607,3.180802345275879,1602.4259033203125,0.2618143558502197,False,False,False,False,False
