model,architecture,initialization,test_week,slice_type,event_type,observation_slice,match_count,alliance_count,actual_score_mean,predicted_score_mean,mean_bias_predicted_minus_actual,alliance_score_mae,alliance_score_rmse,score_differential_rmse,actual_score_p01,actual_score_p99,predicted_score_p01,predicted_score_p99
additive,additive,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,277.70697764366963,-107.19302235633036,142.22689488779994,171.99776365979707,205.99178855112132,59.58,724.4600000000003,139.8192308011338,426.3117605767173
full-match,full-match,pre-2026-prior,6,event_type_observation,0,low,526,1052,176.01425855513307,122.24611154255562,-53.76814701257746,71.4706544985037,95.38379672104507,113.23607210598452,17.509999999999998,542.7200000000003,21.858226156152185,346.6588064296153
full-match,full-match,pre-2026-prior,6,event_type_observation,0,medium,75,150,275.72,205.39357467856246,-70.32642532143755,90.21768225685801,109.12212463720599,116.03948538234201,42.41,570.9699999999996,42.50496965133372,381.85094455890084
full-match,full-match,pre-2026-prior,6,event_type_observation,1,high,11,22,320.8181818181818,230.4029075270212,-90.41527429116057,102.78662483852828,128.6752688081768,93.92914491207564,106.77,638.75,54.37027379866846,385.24402721983887
full-match,full-match,pre-2026-prior,6,event_type_observation,1,low,276,552,138.42934782608697,87.64961139999065,-50.779736426096306,63.80935488850443,84.15214505511763,94.17911997170701,18.0,445.0,14.757323217493422,303.8175729951185
full-match,full-match,pre-2026-prior,6,event_type_observation,1,medium,972,1944,186.28652263374485,124.6201232287588,-61.66639940498606,75.02007923543829,97.29529486529624,101.63782869416933,23.0,557.5699999999999,20.84295322484629,376.53046989227215
full-match,full-match,pre-2026-prior,8,event_type_observation,0,low,264,528,215.8219696969697,154.17257129703174,-61.64939839993794,81.5298782583081,104.82597797339362,114.50897004533064,21.0,553.0300000000002,35.552459365627044,431.68978393201985
full-match,full-match,pre-2026-prior,8,event_type_observation,2,high,326,652,277.8174846625767,208.45624485736107,-69.36123980521565,89.6004621079109,111.42560357269384,117.89398414644805,62.51,516.96,66.83950640748914,406.5746989778481
full-match,full-match,pre-2026-prior,8,event_type_observation,5,high,1030,2060,326.2878640776699,256.0775752936681,-70.21028878400182,92.15186172244506,115.84576150498683,123.67555282237483,50.59,691.4100000000001,72.74382581913298,461.4465284184465
full-match,full-match,pre-2026-prior,8,event_type_observation,5,medium,22,44,222.0681818181818,160.1051486076203,-61.96303321056154,76.12189797954385,109.95989615654426,142.10599493101324,34.46,611.83,50.26515800383813,359.97972024193473
full-match,full-match,pre-2026-prior,10,event_type_observation,3,high,1067,2134,436.45735707591376,369.6436057680442,-66.81375130786954,105.85471040876446,133.50102347612386,155.985842494503,117.0,799.3400000000001,152.44967221469736,526.1729520091669
full-match,full-match,pre-2026-prior,10,event_type_observation,3,low,2,4,375.5,350.30765120247065,-25.192348797529355,104.31255608972558,111.44449943193393,60.136932336985645,287.39,596.15,188.3759953702065,460.89170158605066
full-match,full-match,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,315.2524746685512,-69.64752533144882,117.1567816730996,143.09941590057835,190.1060879486526,59.58,724.4600000000003,99.83031214678617,473.19852061863344
mean,additive-control,pre-2026-prior,6,event_type_observation,0,low,526,1052,176.01425855513307,150.999595578323,-25.014662976810083,94.2747206380807,122.37132437896328,167.5909920144072,17.509999999999998,542.7200000000003,143.99829244180822,158.00089871483777
mean,additive-control,pre-2026-prior,6,event_type_observation,0,medium,75,150,275.72,150.99959557832304,-124.72040442167699,140.2803792576615,175.9302286652358,163.98444412925863,42.41,570.9699999999996,143.99829244180822,158.00089871483777
mean,additive-control,pre-2026-prior,6,event_type_observation,1,high,11,22,320.8181818181818,150.999595578323,-169.81858623985883,175.9094217995539,230.63635985482867,228.70697762282634,106.77,638.75,143.99829244180822,158.00089871483777
mean,additive-control,pre-2026-prior,6,event_type_observation,1,low,276,552,138.42934782608697,150.999595578323,12.570247752236039,76.91841020601409,96.37131909708671,140.271297802794,18.0,445.0,143.99829244180822,158.00089871483777
mean,additive-control,pre-2026-prior,6,event_type_observation,1,medium,972,1944,186.28652263374485,150.999595578323,-35.28692705542186,91.0612285080483,123.83512516794066,160.08270576899898,23.0,557.5699999999999,143.99829244180822,158.00089871483777
mean,additive-control,pre-2026-prior,8,event_type_observation,0,low,264,528,215.8219696969697,165.51356273986863,-50.308406957101084,107.90925476386187,138.37871162453447,170.24699618160412,21.0,553.0300000000002,158.7150848890913,172.31204059064595
mean,additive-control,pre-2026-prior,8,event_type_observation,2,high,326,652,277.8174846625767,165.51356273986858,-112.30392192270808,128.6637510630342,157.8307234068993,151.8574584672829,62.51,516.96,158.7150848890913,172.31204059064595
mean,additive-control,pre-2026-prior,8,event_type_observation,5,high,1030,2060,326.2878640776699,165.51356273986863,-160.7743013378013,172.127921384043,210.23989304159988,189.25224711032118,50.59,691.4100000000001,158.7150848890913,172.31204059064595
mean,additive-control,pre-2026-prior,8,event_type_observation,5,medium,22,44,222.0681818181818,165.51356273986863,-56.55461907831318,117.27053186519457,155.8970723195748,228.06687260323173,34.46,611.83,158.7150848890913,172.31204059064595
mean,additive-control,pre-2026-prior,10,event_type_observation,3,high,1067,2134,436.45735707591376,178.55311527394448,-257.9042418019693,261.5315338633698,299.1170759926768,206.42481764466814,117.0,799.3400000000001,171.94597451406423,185.16025603382468
mean,additive-control,pre-2026-prior,10,event_type_observation,3,low,2,4,375.5,178.55311527394446,-196.94688472605554,196.94688472605554,235.63398070986275,207.90668543245798,287.39,596.15,171.94597451406423,185.16025603382468
mean,additive-control,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,178.55311527394446,-206.34688472605555,224.14071290152094,259.52542348356303,241.06338252148265,59.58,724.4600000000003,171.94597451406423,185.16025603382468
ridge,additive-control,pre-2026-prior,6,event_type_observation,0,low,526,1052,176.01425855513307,103.96400881060696,-72.05024974452613,142.5019527057065,187.0206359792997,245.59646974442083,17.509999999999998,542.7200000000003,-275.23547048753716,586.2201999726793
ridge,additive-control,pre-2026-prior,6,event_type_observation,0,medium,75,150,275.72,221.07294165322762,-54.64705834677237,159.04591529618043,212.6326684673075,298.8482256832286,42.41,570.9699999999996,-163.56996540337653,827.4884325467932
ridge,additive-control,pre-2026-prior,6,event_type_observation,1,high,11,22,320.8181818181818,251.2389297482566,-69.57925206992527,83.84541270624378,109.03263078229382,93.48489917265631,106.77,638.75,8.100187957393558,553.9682879678452
ridge,additive-control,pre-2026-prior,6,event_type_observation,1,low,276,552,138.42934782608697,78.50043191824669,-59.92891590784027,92.29448088392004,115.6381361650367,126.03270468099052,18.0,445.0,-118.0531111218675,341.56978224626624
ridge,additive-control,pre-2026-prior,6,event_type_observation,1,medium,972,1944,186.28652263374485,117.38681398502486,-68.89970864872001,95.53985852595466,120.5414595549974,122.51186919511738,23.0,557.5699999999999,-92.96008694699427,427.8940257002814
ridge,additive-control,pre-2026-prior,8,event_type_observation,0,low,264,528,215.8219696969697,137.91403747613148,-77.90793222083822,139.62468405268737,192.0372456614601,244.0762460655874,21.0,553.0300000000002,-341.0037078857701,566.4120129533636
ridge,additive-control,pre-2026-prior,8,event_type_observation,2,high,326,652,277.8174846625767,203.80799673661207,-74.00948792596462,96.30159695993541,118.69123705062633,118.44528362682934,62.51,516.96,30.607484828773707,416.2043640253897
ridge,additive-control,pre-2026-prior,8,event_type_observation,5,high,1030,2060,326.2878640776699,258.8715347088295,-67.41632936884047,94.66414216844143,118.03635523725181,127.30368480165149,50.59,691.4100000000001,33.56068975387291,572.3153074437898
ridge,additive-control,pre-2026-prior,8,event_type_observation,5,medium,22,44,222.0681818181818,173.92917413215568,-48.139007686026154,85.44430799297534,113.05736522391517,140.1641512678368,34.46,611.83,13.177855277415905,400.57418344693747
ridge,additive-control,pre-2026-prior,10,event_type_observation,3,high,1067,2134,436.45735707591376,373.60238736075553,-62.8549697151582,113.92737586531872,145.08495629318816,165.8621548956559,117.0,799.3400000000001,78.39799391571667,735.3945007281833
ridge,additive-control,pre-2026-prior,10,event_type_observation,3,low,2,4,375.5,218.21424174347075,-157.28575825652925,157.28575825652925,167.995537588912,115.86401339311973,287.39,596.15,144.1683578039477,352.6759645103107
ridge,additive-control,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,274.7440051633715,-110.15599483662854,162.1414673101531,201.70106389896804,228.46503006675098,59.58,724.4600000000003,-7.501436594587673,567.9059857514014
rolling-pridge,additive-control,pre-2026-prior,6,event_type_observation,0,low,526,1052,176.01425855513307,100.82982383296161,-75.18443472217146,132.0977632045202,169.29772748931896,217.1016790597586,17.509999999999998,542.7200000000003,-208.18196195333073,496.9789767786265
rolling-pridge,additive-control,pre-2026-prior,6,event_type_observation,0,medium,75,150,275.72,213.09285840384473,-62.627141596155255,134.86891650649153,183.12781565686646,236.51131606135505,42.41,570.9699999999996,-230.2259888385609,705.3022798596319
rolling-pridge,additive-control,pre-2026-prior,6,event_type_observation,1,high,11,22,320.8181818181818,245.44090370676696,-75.3772781114148,85.15367922623027,115.0570765958075,92.508805780948,106.77,638.75,-5.54415511196008,556.1159746953392
rolling-pridge,additive-control,pre-2026-prior,6,event_type_observation,1,low,276,552,138.42934782608697,72.8616091377594,-65.56773868832755,94.9380025125566,118.4072310893012,125.89908138236247,18.0,445.0,-127.0541103911195,331.27156199880284
rolling-pridge,additive-control,pre-2026-prior,6,event_type_observation,1,medium,972,1944,186.28652263374485,111.11439945551959,-75.17212317822526,99.1616284632959,124.66025250567552,123.15636062888686,23.0,557.5699999999999,-106.02531356161538,421.8838677737578
rolling-pridge,additive-control,pre-2026-prior,8,event_type_observation,0,low,264,528,215.8219696969697,136.53112672578177,-79.29084297118791,139.1168468114131,180.80134504815373,214.67784193690164,21.0,553.0300000000002,-242.52617390233874,574.2704330312621
rolling-pridge,additive-control,pre-2026-prior,8,event_type_observation,2,high,326,652,277.8174846625767,211.97731590198055,-65.84016876059617,92.12859762614514,114.27112840601754,119.37883442044722,62.51,516.96,20.988408748810976,435.62545512528186
rolling-pridge,additive-control,pre-2026-prior,8,event_type_observation,5,high,1030,2060,326.2878640776699,268.55666208599007,-57.73120199167982,91.085583091942,113.76239183774172,128.96644489616543,50.59,691.4100000000001,19.6775410906811,612.1036478102607
rolling-pridge,additive-control,pre-2026-prior,8,event_type_observation,5,medium,22,44,222.0681818181818,171.54102770347347,-50.527154114708374,91.02900039848754,116.70273935362042,139.8684151474728,34.46,611.83,1.8693654091066052,420.96461065144564
rolling-pridge,additive-control,pre-2026-prior,10,event_type_observation,3,high,1067,2134,436.45735707591376,385.48241886733194,-50.97493820858186,110.13783096412429,140.17599943923932,165.24332081434554,117.0,799.3400000000001,71.48491351762978,758.9959425126677
rolling-pridge,additive-control,pre-2026-prior,10,event_type_observation,3,low,2,4,375.5,213.75560294922641,-161.7443970507736,161.7443970507736,175.8505263844709,137.55163049374156,287.39,596.15,126.17613109827096,341.11015606026797
rolling-pridge,additive-control,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,280.2115483246316,-104.68845167536846,160.85411397090854,199.47493602763586,237.79611270840454,59.58,724.4600000000003,-15.7486043210923,544.407387788219
teammate-set,teammate-set,pre-2026-prior,6,event_type_observation,0,low,526,1052,176.01425855513307,124.75204230368654,-51.26221625144654,72.04323043832476,97.09133953163627,119.2147629237016,17.509999999999998,542.7200000000003,35.73593256215557,368.82334525800127
teammate-set,teammate-set,pre-2026-prior,6,event_type_observation,0,medium,75,150,275.72,204.9446501369364,-70.77534986306362,89.92024291325447,109.86666869025478,121.08505536272075,42.41,570.9699999999996,45.743288941608284,390.80057580263804
teammate-set,teammate-set,pre-2026-prior,6,event_type_observation,1,high,11,22,320.8181818181818,248.14134615416103,-72.6768356640208,93.93908435514322,117.10891105390505,102.16620359321702,106.77,638.75,68.47227574179215,401.09666646039705
teammate-set,teammate-set,pre-2026-prior,6,event_type_observation,1,low,276,552,138.42934782608697,89.46778832880908,-48.96155949727787,63.89872986143216,84.9795064540449,98.67782629570627,18.0,445.0,22.949280356146232,321.3603099200063
teammate-set,teammate-set,pre-2026-prior,6,event_type_observation,1,medium,972,1944,186.28652263374485,128.1657741910488,-58.12074844269605,72.91672690175062,94.56204612415766,101.94227716222743,23.0,557.5699999999999,28.779075040818427,396.13511439136875
teammate-set,teammate-set,pre-2026-prior,8,event_type_observation,0,low,264,528,215.8219696969697,153.79642277722132,-62.02554691974839,83.04430224284502,105.56809460294267,116.38418764458046,21.0,553.0300000000002,31.716970961921174,419.3910532558665
teammate-set,teammate-set,pre-2026-prior,8,event_type_observation,2,high,326,652,277.8174846625767,211.19033874298293,-66.6271459195938,87.69013799857595,109.5270398272855,116.83828333995267,62.51,516.96,69.02632058379788,412.14198627311765
teammate-set,teammate-set,pre-2026-prior,8,event_type_observation,5,high,1030,2060,326.2878640776699,261.37276850547494,-64.91509557219499,89.24465706471342,113.06462932361242,125.15217993063796,50.59,691.4100000000001,70.27594098106438,459.1914652043481
teammate-set,teammate-set,pre-2026-prior,8,event_type_observation,5,medium,22,44,222.0681818181818,160.43331844359898,-61.63486337458285,75.96166271735702,108.94759897632274,139.9390110272081,34.46,611.83,47.59047742817393,394.0099510274021
teammate-set,teammate-set,pre-2026-prior,10,event_type_observation,3,high,1067,2134,436.45735707591376,363.3623849459859,-73.09497212992791,108.47753742801936,136.9493777645432,155.0479919570883,117.0,799.3400000000001,159.4960409832118,512.2071269389786
teammate-set,teammate-set,pre-2026-prior,10,event_type_observation,3,low,2,4,375.5,328.6328634581379,-46.867136541862145,108.52568001420758,121.94117260661544,59.84305695723289,287.39,596.15,189.10348555496327,408.8939629346022
teammate-set,teammate-set,pre-2026-prior,10,event_type_observation,3,medium,50,100,384.9,311.7869609523015,-73.11303904769846,114.70690135072456,140.31279268018127,169.5248607371829,59.58,724.4600000000003,123.49959066446331,489.172961858635
