run_path,tensorboard_root,study_id,phase,architecture,initialization,seed,test_week,max_grad_norm,candidate_epochs,event_file_count,bytes,oldest_at_utc,newest_at_utc,scalar_tag_count,max_step,status
runs/reference-2026-static/2026-static-z-base/additive/fold_6/selection,reference-2026-static,2026-static-z-base,selection,additive,,,6.0,,,1,182484,2026-07-12T18:13:33.288343+00:00,2026-07-12T18:13:33.288343+00:00,160,360,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_6/selection/contract,reference-2026-static,2026-static-z-base,selection,additive,,,6.0,,,1,1024,2026-07-12T18:12:59.117120+00:00,2026-07-12T18:12:59.117120+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_6/selection/outcomes,reference-2026-static,2026-static-z-base,selection,additive,,,6.0,,,1,3693,2026-07-12T18:13:52.701308+00:00,2026-07-12T18:13:52.701308+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/refit,reference-2026-static,2026-static-z-base,refit,additive,,,8.0,,,1,168787,2026-07-12T18:17:46.358599+00:00,2026-07-12T18:17:46.358599+00:00,140,670,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/refit/contract,reference-2026-static,2026-static-z-base,refit,additive,,,8.0,,,1,1024,2026-07-12T18:16:15.813322+00:00,2026-07-12T18:16:15.813322+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/refit/outcomes,reference-2026-static,2026-static-z-base,refit,additive,,,8.0,,,1,2203,2026-07-12T18:17:51.266585+00:00,2026-07-12T18:17:51.266585+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/selection,reference-2026-static,2026-static-z-base,selection,additive,,,8.0,,,1,187336,2026-07-12T18:16:01.849458+00:00,2026-07-12T18:16:01.849458+00:00,160,560,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/selection/contract,reference-2026-static,2026-static-z-base,selection,additive,,,8.0,,,1,1024,2026-07-12T18:15:07.904542+00:00,2026-07-12T18:15:07.904542+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/additive/fold_8/selection/outcomes,reference-2026-static,2026-static-z-base,selection,additive,,,8.0,,,1,3693,2026-07-12T18:16:15.168624+00:00,2026-07-12T18:16:15.168624+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/development/pre-2026-prior,reference-2026-static,2026-static-z-base,initialization-development,,pre-2026-prior,,,,,1,968939,2026-07-12T18:11:39.662656+00:00,2026-07-12T18:11:39.662656+00:00,162,220,readable
runs/reference-2026-static/2026-static-z-base/development/pre-2026-prior/contract,reference-2026-static,2026-static-z-base,initialization-development,,pre-2026-prior,,,,,1,1026,2026-07-12T18:10:49.083195+00:00,2026-07-12T18:10:49.083195+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/development/pre-2026-prior/outcomes,reference-2026-static,2026-static-z-base,initialization-development,,pre-2026-prior,,,,,1,3697,2026-07-12T18:11:56.515868+00:00,2026-07-12T18:11:56.515868+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/development/random,reference-2026-static,2026-static-z-base,initialization-development,,random,,,,,1,968695,2026-07-12T18:12:41.441165+00:00,2026-07-12T18:12:41.441165+00:00,162,220,readable
runs/reference-2026-static/2026-static-z-base/development/random/contract,reference-2026-static,2026-static-z-base,initialization-development,,random,,,,,1,1018,2026-07-12T18:11:57.958194+00:00,2026-07-12T18:11:57.958194+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/development/random/outcomes,reference-2026-static,2026-static-z-base,initialization-development,,random,,,,,1,3689,2026-07-12T18:12:57.693593+00:00,2026-07-12T18:12:57.693593+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/refit,reference-2026-static,2026-static-z-base,refit,full-match,,,10.0,,,1,976166,2026-07-12T18:49:15.233921+00:00,2026-07-12T18:49:15.233921+00:00,142,730,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/refit/contract,reference-2026-static,2026-static-z-base,refit,full-match,,,10.0,,,1,1026,2026-07-12T18:46:30.311747+00:00,2026-07-12T18:46:30.311747+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/refit/outcomes,reference-2026-static,2026-static-z-base,refit,full-match,,,10.0,,,1,2205,2026-07-12T18:49:18.188890+00:00,2026-07-12T18:49:18.188890+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/selection,reference-2026-static,2026-static-z-base,selection,full-match,,,10.0,,,1,1006553,2026-07-12T18:46:14.852862+00:00,2026-07-12T18:46:14.852862+00:00,162,730,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/selection/contract,reference-2026-static,2026-static-z-base,selection,full-match,,,10.0,,,1,1026,2026-07-12T18:43:29.555086+00:00,2026-07-12T18:43:29.555086+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_10/selection/outcomes,reference-2026-static,2026-static-z-base,selection,full-match,,,10.0,,,1,3695,2026-07-12T18:46:29.633099+00:00,2026-07-12T18:46:29.633099+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/refit,reference-2026-static,2026-static-z-base,refit,full-match,,,6.0,,,1,981162,2026-07-12T18:38:37.491297+00:00,2026-07-12T18:38:37.491297+00:00,142,480,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/refit/contract,reference-2026-static,2026-static-z-base,refit,full-match,,,6.0,,,1,1026,2026-07-12T18:37:32.234229+00:00,2026-07-12T18:37:32.234229+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/refit/outcomes,reference-2026-static,2026-static-z-base,refit,full-match,,,6.0,,,1,2205,2026-07-12T18:38:40.294742+00:00,2026-07-12T18:38:40.294742+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/selection,reference-2026-static,2026-static-z-base,selection,full-match,,,6.0,,,1,984983,2026-07-12T18:37:15.599048+00:00,2026-07-12T18:37:15.599048+00:00,162,360,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/selection/contract,reference-2026-static,2026-static-z-base,selection,full-match,,,6.0,,,1,1026,2026-07-12T18:35:20.785080+00:00,2026-07-12T18:35:20.785080+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_6/selection/outcomes,reference-2026-static,2026-static-z-base,selection,full-match,,,6.0,,,1,3695,2026-07-12T18:37:31.143213+00:00,2026-07-12T18:37:31.143213+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/refit,reference-2026-static,2026-static-z-base,refit,full-match,,,8.0,,,1,966607,2026-07-12T18:43:17.561477+00:00,2026-07-12T18:43:17.561477+00:00,142,610,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/refit/contract,reference-2026-static,2026-static-z-base,refit,full-match,,,8.0,,,1,1026,2026-07-12T18:40:59.344730+00:00,2026-07-12T18:40:59.344730+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/refit/outcomes,reference-2026-static,2026-static-z-base,refit,full-match,,,8.0,,,1,2205,2026-07-12T18:43:25.015850+00:00,2026-07-12T18:43:25.015850+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/selection,reference-2026-static,2026-static-z-base,selection,full-match,,,8.0,,,1,991993,2026-07-12T18:40:38.090254+00:00,2026-07-12T18:40:38.090254+00:00,162,560,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/selection/contract,reference-2026-static,2026-static-z-base,selection,full-match,,,8.0,,,1,1026,2026-07-12T18:38:42.619195+00:00,2026-07-12T18:38:42.619195+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/full-match/fold_8/selection/outcomes,reference-2026-static,2026-static-z-base,selection,full-match,,,8.0,,,1,3695,2026-07-12T18:40:57.971031+00:00,2026-07-12T18:40:57.971031+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/refit,reference-2026-static,2026-static-z-base,refit,teammate-set,,,10.0,,,1,745074,2026-07-12T18:35:11.582903+00:00,2026-07-12T18:35:11.582903+00:00,142,730,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/refit/contract,reference-2026-static,2026-static-z-base,refit,teammate-set,,,10.0,,,1,1028,2026-07-12T18:31:09.991711+00:00,2026-07-12T18:31:09.991711+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/refit/outcomes,reference-2026-static,2026-static-z-base,refit,teammate-set,,,10.0,,,1,2207,2026-07-12T18:35:19.291666+00:00,2026-07-12T18:35:19.291666+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/selection,reference-2026-static,2026-static-z-base,selection,teammate-set,,,10.0,,,1,772813,2026-07-12T18:30:49.557218+00:00,2026-07-12T18:30:49.557218+00:00,162,730,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/selection/contract,reference-2026-static,2026-static-z-base,selection,teammate-set,,,10.0,,,1,1028,2026-07-12T18:28:18.198902+00:00,2026-07-12T18:28:18.198902+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_10/selection/outcomes,reference-2026-static,2026-static-z-base,selection,teammate-set,,,10.0,,,1,3697,2026-07-12T18:31:08.452782+00:00,2026-07-12T18:31:08.452782+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/refit,reference-2026-static,2026-static-z-base,refit,teammate-set,,,6.0,,,1,745804,2026-07-12T18:23:06.255112+00:00,2026-07-12T18:23:06.255112+00:00,142,480,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/refit/contract,reference-2026-static,2026-static-z-base,refit,teammate-set,,,6.0,,,1,1028,2026-07-12T18:21:38.526091+00:00,2026-07-12T18:21:38.526091+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/refit/outcomes,reference-2026-static,2026-static-z-base,refit,teammate-set,,,6.0,,,1,2207,2026-07-12T18:23:09.339911+00:00,2026-07-12T18:23:09.339911+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/selection,reference-2026-static,2026-static-z-base,selection,teammate-set,,,6.0,,,1,736292,2026-07-12T18:21:09.035892+00:00,2026-07-12T18:21:09.035892+00:00,162,360,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/selection/contract,reference-2026-static,2026-static-z-base,selection,teammate-set,,,6.0,,,1,1028,2026-07-12T18:20:01.918554+00:00,2026-07-12T18:20:01.918554+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_6/selection/outcomes,reference-2026-static,2026-static-z-base,selection,teammate-set,,,6.0,,,1,3697,2026-07-12T18:21:36.957961+00:00,2026-07-12T18:21:36.957961+00:00,36,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/refit,reference-2026-static,2026-static-z-base,refit,teammate-set,,,8.0,,,1,736734,2026-07-12T18:28:08.740211+00:00,2026-07-12T18:28:08.740211+00:00,142,670,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/refit/contract,reference-2026-static,2026-static-z-base,refit,teammate-set,,,8.0,,,1,1028,2026-07-12T18:25:42.571555+00:00,2026-07-12T18:25:42.571555+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/refit/outcomes,reference-2026-static,2026-static-z-base,refit,teammate-set,,,8.0,,,1,2207,2026-07-12T18:28:15.902818+00:00,2026-07-12T18:28:15.902818+00:00,17,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/selection,reference-2026-static,2026-static-z-base,selection,teammate-set,,,8.0,,,1,741850,2026-07-12T18:25:14.531172+00:00,2026-07-12T18:25:14.531172+00:00,162,560,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/selection/contract,reference-2026-static,2026-static-z-base,selection,teammate-set,,,8.0,,,1,1028,2026-07-12T18:23:11.193656+00:00,2026-07-12T18:23:11.193656+00:00,1,0,readable
runs/reference-2026-static/2026-static-z-base/teammate-set/fold_8/selection/outcomes,reference-2026-static,2026-static-z-base,selection,teammate-set,,,8.0,,,1,3697,2026-07-12T18:25:40.527058+00:00,2026-07-12T18:25:40.527058+00:00,36,0,readable
runs/v564_prior_2026_1780402981,v564_prior_2026_1780402981,,legacy-or-unknown,,,,,,,1,3182,2026-06-02T12:23:01.614734+00:00,2026-06-02T12:23:01.614734+00:00,33,1,readable
runs/v57_features_2026_1780160560,v57_features_2026_1780160560,,legacy-or-unknown,,,,,,,1,3236,2026-05-30T17:02:40.751951+00:00,2026-05-30T17:02:40.751951+00:00,44,1,readable
runs/v57_features_2026_1780160625,v57_features_2026_1780160625,,legacy-or-unknown,,,,,,,1,3236,2026-05-30T17:03:45.845766+00:00,2026-05-30T17:03:45.845766+00:00,44,1,readable
runs/v57_features_2026_1780160667,v57_features_2026_1780160667,,legacy-or-unknown,,,,,,,1,3236,2026-05-30T17:04:28.419789+00:00,2026-05-30T17:04:28.419789+00:00,44,1,readable
runs/v57_features_2026_1780167069,v57_features_2026_1780167069,,legacy-or-unknown,,,,,,,1,3236,2026-05-30T18:51:09.423532+00:00,2026-05-30T18:51:09.423532+00:00,44,1,readable
runs/v57_features_2026_1780282681,v57_features_2026_1780282681,,legacy-or-unknown,,,,,,,1,3236,2026-06-01T02:58:02.263958+00:00,2026-06-01T02:58:02.263958+00:00,44,1,readable
runs/v57_features_2026_1780284886,v57_features_2026_1780284886,,legacy-or-unknown,,,,,,,1,4045,2026-06-01T03:34:47.125870+00:00,2026-06-01T03:34:47.125870+00:00,58,1,readable
runs/v57_features_2026_1780285214,v57_features_2026_1780285214,,legacy-or-unknown,,,,,,,1,4045,2026-06-01T03:40:14.349025+00:00,2026-06-01T03:40:14.349025+00:00,58,1,readable
runs/v57_features_2026_1780285381,v57_features_2026_1780285381,,legacy-or-unknown,,,,,,,1,4045,2026-06-01T03:43:02.110228+00:00,2026-06-01T03:43:02.110228+00:00,58,1,readable
runs/v57_features_2026_1780288087,v57_features_2026_1780288087,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T04:28:07.693635+00:00,2026-06-01T04:28:07.693635+00:00,54,1,readable
runs/v57_features_2026_1780288173,v57_features_2026_1780288173,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T04:29:33.847123+00:00,2026-06-01T04:29:33.847123+00:00,54,1,readable
runs/v57_features_2026_1780298382,v57_features_2026_1780298382,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T07:19:42.972396+00:00,2026-06-01T07:19:42.972396+00:00,54,1,readable
runs/v57_features_2026_1780319582,v57_features_2026_1780319582,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T13:13:02.826848+00:00,2026-06-01T13:13:02.826848+00:00,54,1,readable
runs/v57_features_2026_1780320058,v57_features_2026_1780320058,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T13:20:58.254644+00:00,2026-06-01T13:20:58.254644+00:00,54,1,readable
runs/v57_features_2026_1780321016,v57_features_2026_1780321016,,legacy-or-unknown,,,,,,,1,3821,2026-06-01T13:36:56.383376+00:00,2026-06-01T13:36:56.383376+00:00,54,1,readable
runs/v57_features_2026_1780375886,v57_features_2026_1780375886,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T04:51:27.292669+00:00,2026-06-02T04:51:27.292669+00:00,54,1,readable
runs/v57_features_2026_1780376598,v57_features_2026_1780376598,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T05:03:18.349345+00:00,2026-06-02T05:03:18.349345+00:00,54,1,readable
runs/v57_features_2026_1780376716,v57_features_2026_1780376716,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T05:05:17.132135+00:00,2026-06-02T05:05:17.132135+00:00,54,1,readable
runs/v57_features_2026_1780376798,v57_features_2026_1780376798,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T05:06:38.434001+00:00,2026-06-02T05:06:38.434001+00:00,54,1,readable
runs/v57_features_2026_1780377078,v57_features_2026_1780377078,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T05:11:19.082086+00:00,2026-06-02T05:11:19.082086+00:00,54,1,readable
runs/v57_features_2026_1780399030,v57_features_2026_1780399030,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T11:17:11.078511+00:00,2026-06-02T11:17:11.078511+00:00,54,1,readable
runs/v57_features_2026_1780400784,v57_features_2026_1780400784,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T11:46:24.414604+00:00,2026-06-02T11:46:24.414604+00:00,54,1,readable
runs/v57_features_2026_1780401706,v57_features_2026_1780401706,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:01:46.929129+00:00,2026-06-02T12:01:46.929129+00:00,54,1,readable
runs/v57_features_2026_1780401837,v57_features_2026_1780401837,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:03:57.377712+00:00,2026-06-02T12:03:57.377712+00:00,54,1,readable
runs/v57_features_2026_1780402987,v57_features_2026_1780402987,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:23:07.363001+00:00,2026-06-02T12:23:07.363001+00:00,54,1,readable
runs/v57_features_2026_1780403053,v57_features_2026_1780403053,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:24:14.194210+00:00,2026-06-02T12:24:14.194210+00:00,54,1,readable
runs/v57_features_2026_1780403156,v57_features_2026_1780403156,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:25:56.407942+00:00,2026-06-02T12:25:56.407942+00:00,54,1,readable
runs/v57_features_2026_1780403322,v57_features_2026_1780403322,,legacy-or-unknown,,,,,,,1,3821,2026-06-02T12:28:42.568378+00:00,2026-06-02T12:28:42.568378+00:00,54,1,readable
runs/v57_features_2026_1780542089,v57_features_2026_1780542089,,legacy-or-unknown,,,,,,,1,3821,2026-06-04T03:01:29.488853+00:00,2026-06-04T03:01:29.488853+00:00,54,1,readable
runs/v57_features_2026_1783856773,v57_features_2026_1783856773,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T11:46:14.834411+00:00,2026-07-12T11:46:14.834411+00:00,54,1,readable
runs/v57_features_2026_1783864081,v57_features_2026_1783864081,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T13:48:01.705051+00:00,2026-07-12T13:48:01.705051+00:00,54,1,readable
runs/v57_features_2026_1783864171,v57_features_2026_1783864171,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T13:49:32.208488+00:00,2026-07-12T13:49:32.208488+00:00,54,1,readable
runs/v57_features_2026_1783865064,v57_features_2026_1783865064,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T14:04:25.726053+00:00,2026-07-12T14:04:25.726053+00:00,54,1,readable
runs/v57_features_2026_1783865116,v57_features_2026_1783865116,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T14:05:17.011704+00:00,2026-07-12T14:05:17.011704+00:00,54,1,readable
runs/v57_features_2026_1783865954,v57_features_2026_1783865954,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T14:19:15.167310+00:00,2026-07-12T14:19:15.167310+00:00,54,1,readable
runs/v57_features_2026_1783866303,v57_features_2026_1783866303,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T14:25:04.737331+00:00,2026-07-12T14:25:04.737331+00:00,54,1,readable
runs/v57_features_2026_1783866441,v57_features_2026_1783866441,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T14:27:22.203516+00:00,2026-07-12T14:27:22.203516+00:00,54,1,readable
runs/v57_features_2026_1783871869,v57_features_2026_1783871869,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T15:57:51.169498+00:00,2026-07-12T15:57:51.169498+00:00,54,1,readable
runs/v57_features_2026_1783872066,v57_features_2026_1783872066,,legacy-or-unknown,,,,,,,1,3821,2026-07-12T16:01:08.440949+00:00,2026-07-12T16:01:08.440949+00:00,54,1,readable
