supervision_mode,architecture,seed,epoch,scope,probability_variant,bin,count,mean_prediction,observed_rate
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_platt_red_win_probability,8,35,0.8451489473193392,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_platt_red_win_probability,9,10,0.9501326068941782,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,0,3,0.06950085330312279,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,1,4,0.14552705734404023,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,2,5,0.2531934165633588,0.4
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,3,11,0.3477073770808461,0.18181818181818182
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,4,9,0.43999036658936586,0.7777777777777778
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,5,16,0.5476318426262097,0.25
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,6,17,0.6401202251412202,0.47058823529411764
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,7,28,0.7486496574015545,0.75
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,8,35,0.8451489473193392,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026gal,transferred_score_red_win_probability,9,10,0.9501326068941782,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,0,3,0.0561945484426189,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,1,2,0.15058320774185502,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,2,6,0.24645503837598315,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,3,10,0.3607982432064463,0.1
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,4,12,0.4671240133969971,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,5,10,0.5661357299185396,0.3
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,6,31,0.6499381401446519,0.3870967741935484
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,7,35,0.7487073412535576,0.6285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,8,20,0.8514439131146825,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,raw_pred_red_win_probability,9,11,0.9351834640060978,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,0,3,0.0561945484426189,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,1,2,0.15058320774185502,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,2,6,0.24645503837598315,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,3,10,0.3607982432064463,0.1
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,4,12,0.4671240133969971,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,5,10,0.5661357299185396,0.3
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,6,31,0.6499381401446519,0.3870967741935484
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,7,35,0.7487073412535576,0.6285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,8,20,0.8514439131146825,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_platt_red_win_probability,9,11,0.9351834640060978,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,0,3,0.0561945484426189,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,1,2,0.15058320774185502,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,2,6,0.24645503837598315,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,3,10,0.3607982432064463,0.1
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,4,12,0.4671240133969971,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,5,10,0.5661357299185396,0.3
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,6,31,0.6499381401446519,0.3870967741935484
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,7,35,0.7487073412535576,0.6285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,8,20,0.8514439131146825,0.8
historical-uncontrolled-reference,teammate-set,historical,,division:2026hop,transferred_score_red_win_probability,9,11,0.9351834640060978,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,0,1,0.09068314772835216,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,1,4,0.1733640646932225,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,2,6,0.26718556022638584,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,3,12,0.35301216184176254,0.25
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,4,12,0.46188522232977064,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,5,10,0.551302535064542,0.5
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,6,27,0.6561085651347197,0.4444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,7,34,0.7449919804538453,0.7058823529411765
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,8,18,0.8473162942565347,0.9444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,raw_pred_red_win_probability,9,14,0.932478856035547,0.9285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,0,1,0.09068314772835216,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,1,4,0.1733640646932225,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,2,6,0.26718556022638584,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,3,12,0.35301216184176254,0.25
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,4,12,0.46188522232977064,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,5,10,0.551302535064542,0.5
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,6,27,0.6561085651347197,0.4444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,7,34,0.7449919804538453,0.7058823529411765
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,8,18,0.8473162942565347,0.9444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_platt_red_win_probability,9,14,0.932478856035547,0.9285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,0,1,0.09068314772835216,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,1,4,0.1733640646932225,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,2,6,0.26718556022638584,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,3,12,0.35301216184176254,0.25
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,4,12,0.46188522232977064,0.16666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,5,10,0.551302535064542,0.5
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,6,27,0.6561085651347197,0.4444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,7,34,0.7449919804538453,0.7058823529411765
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,8,18,0.8473162942565347,0.9444444444444444
historical-uncontrolled-reference,teammate-set,historical,,division:2026joh,transferred_score_red_win_probability,9,14,0.932478856035547,0.9285714285714286
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,0,2,0.06156632642882169,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,1,4,0.16608734407159348,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,2,5,0.23592826387268015,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,3,14,0.3514312921864485,0.14285714285714285
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,4,15,0.4510344019677749,0.26666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,5,17,0.5580764936891257,0.4117647058823529
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,6,18,0.6476040897977967,0.3888888888888889
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,7,24,0.753035460820931,0.625
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,8,20,0.8476355862947514,0.85
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,raw_pred_red_win_probability,9,17,0.9454460034657534,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,0,2,0.06156632642882169,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,1,4,0.16608734407159348,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,2,5,0.23592826387268015,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,3,14,0.3514312921864485,0.14285714285714285
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,4,15,0.4510344019677749,0.26666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,5,17,0.5580764936891257,0.4117647058823529
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,6,18,0.6476040897977967,0.3888888888888889
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,7,24,0.753035460820931,0.625
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,8,20,0.8476355862947514,0.85
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_platt_red_win_probability,9,17,0.9454460034657534,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,0,2,0.06156632642882169,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,1,4,0.16608734407159348,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,2,5,0.23592826387268015,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,3,14,0.3514312921864485,0.14285714285714285
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,4,15,0.4510344019677749,0.26666666666666666
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,5,17,0.5580764936891257,0.4117647058823529
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,6,18,0.6476040897977967,0.3888888888888889
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,7,24,0.753035460820931,0.625
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,8,20,0.8476355862947514,0.85
historical-uncontrolled-reference,teammate-set,historical,,division:2026mil,transferred_score_red_win_probability,9,17,0.9454460034657534,1.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,0,1,0.04672584518535349,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,1,3,0.14322488771892103,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,2,5,0.25474232341438263,0.4
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,3,6,0.3500978152545369,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,4,11,0.45722461165042483,0.2727272727272727
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,5,14,0.5623391601829683,0.42857142857142855
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,6,37,0.6479953269937594,0.4594594594594595
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,7,30,0.7538266466279296,0.5333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,8,22,0.8499004963799943,0.8636363636363636
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,raw_pred_red_win_probability,9,11,0.9412439808312487,0.9090909090909091
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,0,1,0.04672584518535349,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,1,3,0.14322488771892103,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,2,5,0.25474232341438263,0.4
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,3,6,0.3500978152545369,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,4,11,0.45722461165042483,0.2727272727272727
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,5,14,0.5623391601829683,0.42857142857142855
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,6,37,0.6479953269937594,0.4594594594594595
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,7,30,0.7538266466279296,0.5333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,8,22,0.8499004963799943,0.8636363636363636
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_platt_red_win_probability,9,11,0.9412439808312487,0.9090909090909091
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,0,1,0.04672584518535349,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,1,3,0.14322488771892103,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,2,5,0.25474232341438263,0.4
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,3,6,0.3500978152545369,0.0
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,4,11,0.45722461165042483,0.2727272727272727
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,5,14,0.5623391601829683,0.42857142857142855
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,6,37,0.6479953269937594,0.4594594594594595
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,7,30,0.7538266466279296,0.5333333333333333
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,8,22,0.8499004963799943,0.8636363636363636
historical-uncontrolled-reference,teammate-set,historical,,division:2026new,transferred_score_red_win_probability,9,11,0.9412439808312487,0.9090909090909091
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,0,11,0.07165755633695471,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,1,21,0.15560204036139416,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,2,43,0.250201436457481,0.13953488372093023
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,3,72,0.3532327379040572,0.1527777777777778
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,4,89,0.45408721529638363,0.3258426966292135
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,5,115,0.5579736124229245,0.3565217391304348
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,6,213,0.6521229887373406,0.3755868544600939
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,7,235,0.7494746527072494,0.6680851063829787
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,8,173,0.8478841184911253,0.8554913294797688
historical-uncontrolled-reference,teammate-set,historical,,observation:high,raw_pred_red_win_probability,9,84,0.9390365714188912,0.9404761904761905
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,0,11,0.07165755633695471,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,1,21,0.15560204036139416,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,2,43,0.250201436457481,0.13953488372093023
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,3,72,0.3532327379040572,0.1527777777777778
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,4,89,0.45408721529638363,0.3258426966292135
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,5,115,0.5579736124229245,0.3565217391304348
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,6,213,0.6521229887373406,0.3755868544600939
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,7,235,0.7494746527072494,0.6680851063829787
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,8,173,0.8478841184911253,0.8554913294797688
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_platt_red_win_probability,9,84,0.9390365714188912,0.9404761904761905
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,0,11,0.07165755633695471,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,1,21,0.15560204036139416,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,2,43,0.250201436457481,0.13953488372093023
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,3,72,0.3532327379040572,0.1527777777777778
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,4,89,0.45408721529638363,0.3258426966292135
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,5,115,0.5579736124229245,0.3565217391304348
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,6,213,0.6521229887373406,0.3755868544600939
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,7,235,0.7494746527072494,0.6680851063829787
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,8,173,0.8478841184911253,0.8554913294797688
historical-uncontrolled-reference,teammate-set,historical,,observation:high,transferred_score_red_win_probability,9,84,0.9390365714188912,0.9404761904761905
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,4,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,5,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,6,1,0.6403983247169575,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,raw_pred_red_win_probability,9,1,0.9556789675899385,1.0
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,2,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,3,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,4,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,5,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,6,1,0.6403983247169575,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,7,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,8,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_platt_red_win_probability,9,1,0.9556789675899385,1.0
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,0,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,1,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,2,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,3,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,4,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,5,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,6,1,0.6403983247169575,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,7,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,8,0,,
historical-uncontrolled-reference,teammate-set,historical,,observation:low,transferred_score_red_win_probability,9,1,0.9556789675899385,1.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,0,3,0.06493803444111902,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,1,3,0.1416505407645975,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,2,4,0.24838240643969378,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,3,3,0.3516963566390383,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,4,2,0.4729251395993386,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,5,2,0.520390939920947,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,6,8,0.6551250298844524,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,7,7,0.7377493012819868,0.5714285714285714
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,8,9,0.8505343948025454,0.8888888888888888
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,raw_pred_red_win_probability,9,7,0.9473090328911956,1.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,0,3,0.06493803444111902,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,1,3,0.1416505407645975,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,2,4,0.24838240643969378,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,3,3,0.3516963566390383,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,4,2,0.4729251395993386,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,5,2,0.520390939920947,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,6,8,0.6551250298844524,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,7,7,0.7377493012819868,0.5714285714285714
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,8,9,0.8505343948025454,0.8888888888888888
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_platt_red_win_probability,9,7,0.9473090328911956,1.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,0,3,0.06493803444111902,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,1,3,0.1416505407645975,0.3333333333333333
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,2,4,0.24838240643969378,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,3,3,0.3516963566390383,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,4,2,0.4729251395993386,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,5,2,0.520390939920947,0.0
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,6,8,0.6551250298844524,0.5
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,7,7,0.7377493012819868,0.5714285714285714
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,8,9,0.8505343948025454,0.8888888888888888
historical-uncontrolled-reference,teammate-set,historical,,observation:medium,transferred_score_red_win_probability,9,7,0.9473090328911956,1.0
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,0,309,0.024832986932411105,0.21035598705501618
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,1,83,0.1469807084425386,0.39759036144578314
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,2,52,0.25210291147232056,0.46153846153846156
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,3,40,0.3477167166769505,0.4
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,4,50,0.4591778641939163,0.52
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,5,50,0.5477208137512207,0.54
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,6,50,0.6525173318386078,0.52
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,7,39,0.7601543313417679,0.5384615384615384
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,8,77,0.8492264376058207,0.6753246753246753
official-total-core,additive,2026,100.0,primary-clean,raw_pred_red_win_probability,9,356,0.9743015997195512,0.8089887640449438
