supervision_mode,architecture,seed,epoch,scope,probability_variant,bin,count,mean_prediction,observed_rate
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,2,4,0.2680825556509286,0.25
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,3,9,0.3682802961259875,0.4444444444444444
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,4,11,0.44161663251747146,0.36363636363636365
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,5,12,0.5577369038755543,0.4166666666666667
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,6,14,0.6479059751632417,0.6428571428571429
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,7,13,0.7642840652875196,0.6923076923076923
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,8,11,0.8563294337524678,0.9090909090909091
historical-uncontrolled-reference,full-match,historical,,division:2026joh,transferred_score_red_win_probability,9,29,0.9581489096080815,0.9310344827586207
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,0,28,0.05172664011549568,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,1,13,0.14367628750158784,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,2,10,0.25433461541268315,0.2
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,3,6,0.35600627880031527,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,4,7,0.46738592944086743,0.2857142857142857
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,5,13,0.5374682892661082,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,6,7,0.6540990873619311,0.8571428571428571
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,7,11,0.7665271224576634,0.7272727272727273
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,8,10,0.8500658457251153,0.6
historical-uncontrolled-reference,full-match,historical,,division:2026mil,raw_pred_red_win_probability,9,31,0.9623939588683667,0.967741935483871
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,0,28,0.05172664011549568,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,1,13,0.14367628750158784,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,2,10,0.25433461541268315,0.2
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,3,6,0.35600627880031527,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,4,7,0.46738592944086743,0.2857142857142857
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,5,13,0.5374682892661082,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,6,7,0.6540990873619311,0.8571428571428571
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,7,11,0.7665271224576634,0.7272727272727273
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,8,10,0.8500658457251153,0.6
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_platt_red_win_probability,9,31,0.9623939588683667,0.967741935483871
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,0,28,0.05172664011549568,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,1,13,0.14367628750158784,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,2,10,0.25433461541268315,0.2
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,3,6,0.35600627880031527,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,4,7,0.46738592944086743,0.2857142857142857
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,5,13,0.5374682892661082,0.38461538461538464
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,6,7,0.6540990873619311,0.8571428571428571
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,7,11,0.7665271224576634,0.7272727272727273
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,8,10,0.8500658457251153,0.6
historical-uncontrolled-reference,full-match,historical,,division:2026mil,transferred_score_red_win_probability,9,31,0.9623939588683667,0.967741935483871
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,0,16,0.05265640881023041,0.1875
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,1,14,0.13550152317723235,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,2,4,0.2548226471135348,0.25
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,3,9,0.3579344314147978,0.4444444444444444
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,4,16,0.45071020928406913,0.6875
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,5,12,0.5469689793792286,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,6,16,0.6612464354623878,0.5625
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,7,15,0.7558405132288506,0.4666666666666667
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,8,13,0.8599204244322884,0.7692307692307693
historical-uncontrolled-reference,full-match,historical,,division:2026new,raw_pred_red_win_probability,9,25,0.9486278503164775,0.84
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,0,16,0.05265640881023041,0.1875
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,1,14,0.13550152317723235,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,2,4,0.2548226471135348,0.25
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,3,9,0.3579344314147978,0.4444444444444444
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,4,16,0.45071020928406913,0.6875
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,5,12,0.5469689793792286,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,6,16,0.6612464354623878,0.5625
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,7,15,0.7558405132288506,0.4666666666666667
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,8,13,0.8599204244322884,0.7692307692307693
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_platt_red_win_probability,9,25,0.9486278503164775,0.84
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,0,16,0.05265640881023041,0.1875
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,1,14,0.13550152317723235,0.07142857142857142
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,2,4,0.2548226471135348,0.25
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,3,9,0.3579344314147978,0.4444444444444444
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,4,16,0.45071020928406913,0.6875
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,5,12,0.5469689793792286,0.5
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,6,16,0.6612464354623878,0.5625
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,7,15,0.7558405132288506,0.4666666666666667
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,8,13,0.8599204244322884,0.7692307692307693
historical-uncontrolled-reference,full-match,historical,,division:2026new,transferred_score_red_win_probability,9,25,0.9486278503164775,0.84
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,0,156,0.04757296633714996,0.15384615384615385
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,1,91,0.14515389487186484,0.27472527472527475
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,2,74,0.25052823600202917,0.24324324324324326
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,3,53,0.3573969984103019,0.33962264150943394
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,4,77,0.45138158492950403,0.5194805194805194
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,5,91,0.5515711795866739,0.4175824175824176
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,6,95,0.6535911928520741,0.5052631578947369
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,7,102,0.7516704187562527,0.6666666666666666
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,8,113,0.8538611038967281,0.7522123893805309
historical-uncontrolled-reference,full-match,historical,,observation:high,raw_pred_red_win_probability,9,204,0.9557553491949841,0.9166666666666666
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,0,156,0.04757296633714996,0.15384615384615385
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,1,91,0.14515389487186484,0.27472527472527475
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,2,74,0.25052823600202917,0.24324324324324326
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,3,53,0.3573969984103019,0.33962264150943394
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,4,77,0.45138158492950403,0.5194805194805194
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,5,91,0.5515711795866739,0.4175824175824176
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,6,95,0.6535911928520741,0.5052631578947369
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,7,102,0.7516704187562527,0.6666666666666666
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,8,113,0.8538611038967281,0.7522123893805309
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_platt_red_win_probability,9,204,0.9557553491949841,0.9166666666666666
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,0,156,0.04757296633714996,0.15384615384615385
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,1,91,0.14515389487186484,0.27472527472527475
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,2,74,0.25052823600202917,0.24324324324324326
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,3,53,0.3573969984103019,0.33962264150943394
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,4,77,0.45138158492950403,0.5194805194805194
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,5,91,0.5515711795866739,0.4175824175824176
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,6,95,0.6535911928520741,0.5052631578947369
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,7,102,0.7516704187562527,0.6666666666666666
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,8,113,0.8538611038967281,0.7522123893805309
historical-uncontrolled-reference,full-match,historical,,observation:high,transferred_score_red_win_probability,9,204,0.9557553491949841,0.9166666666666666
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,4,1,0.4960570010790711,0.0
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,5,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,6,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,raw_pred_red_win_probability,9,1,0.9887961229477844,1.0
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,2,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,3,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,4,1,0.4960570010790711,0.0
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,5,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,6,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,7,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,8,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_platt_red_win_probability,9,1,0.9887961229477844,1.0
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,0,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,1,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,2,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,3,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,4,1,0.4960570010790711,0.0
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,5,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,6,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,7,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,8,0,,
historical-uncontrolled-reference,full-match,historical,,observation:low,transferred_score_red_win_probability,9,1,0.9887961229477844,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,0,13,0.03576237842352102,0.23076923076923078
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,1,1,0.18051522053856112,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,2,2,0.26772552412540185,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,3,5,0.3650772174741853,0.6
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,4,1,0.4956484112921652,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,5,4,0.5752817424635558,0.25
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,6,3,0.6600872254225093,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,7,3,0.7372026028572094,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,8,5,0.8446087714379612,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,raw_pred_red_win_probability,9,11,0.9539149212974078,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,0,13,0.03576237842352102,0.23076923076923078
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,1,1,0.18051522053856112,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,2,2,0.26772552412540185,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,3,5,0.3650772174741853,0.6
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,4,1,0.4956484112921652,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,5,4,0.5752817424635558,0.25
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,6,3,0.6600872254225093,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,7,3,0.7372026028572094,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,8,5,0.8446087714379612,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_platt_red_win_probability,9,11,0.9539149212974078,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,0,13,0.03576237842352102,0.23076923076923078
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,1,1,0.18051522053856112,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,2,2,0.26772552412540185,0.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,3,5,0.3650772174741853,0.6
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,4,1,0.4956484112921652,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,5,4,0.5752817424635558,0.25
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,6,3,0.6600872254225093,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,7,3,0.7372026028572094,0.3333333333333333
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,8,5,0.8446087714379612,1.0
historical-uncontrolled-reference,full-match,historical,,observation:medium,transferred_score_red_win_probability,9,11,0.9539149212974078,1.0
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,raw_pred_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_platt_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,primary-clean,transferred_score_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,all-official,raw_pred_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_platt_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,5,1106,0.5304598087951141,0.5226039783001808
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,all-official,transferred_score_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,5,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,raw_pred_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,5,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_platt_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,5,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,DQ-only,transferred_score_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,2,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,3,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,4,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,5,6,0.5304598087951141,0.6666666666666666
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,6,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,7,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,8,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,raw_pred_red_win_probability,9,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,transferred_platt_red_win_probability,0,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,transferred_platt_red_win_probability,1,0,,
historical-uncontrolled-reference,mean,historical,,surrogate-only,transferred_platt_red_win_probability,2,0,,
