phase,supervision_mode,architecture,epoch,train_loss,validation_loss,learning_rate,train_rows,validation_rows,train_events,validation_events,nominal_parameter_count,trainable_parameter_count,gradient_receiving_parameter_count,learning_rate_group_0,learning_rate_group_1,active_team_rows,z_base_norm_mean,z_base_norm_std,z_base_norm_p05,z_base_norm_p50,z_base_norm_p95,z_base_ghost_norm,z_base_update_norm_mean,module_Z_base_nominal_parameter_count,module_Z_base_trainable_parameter_count,module_Z_base_gradient_receiving_parameter_count,module_prediction_heads_nominal_parameter_count,module_prediction_heads_trainable_parameter_count,module_prediction_heads_gradient_receiving_parameter_count,train_score_mae,train_score_rmse,train_score_differential_mae,train_score_differential_rmse,train_winner_accuracy,train_winner_brier,train_winner_log_loss,train_winner_ece,validation_score_mae,validation_score_rmse,validation_score_differential_mae,validation_score_differential_rmse,validation_winner_accuracy,validation_winner_brier,validation_winner_log_loss,validation_winner_ece,optimizer_steps,preclip_grad_norm_mean,preclip_grad_norm_max,clipping_fraction,epoch_seconds,samples_per_second,continuous_loss,continuous_active_count,validation_continuous_loss,validation_continuous_active_count,win_loss,win_active_count,validation_win_loss,validation_win_active_count,embedding_loss,embedding_active_count,validation_embedding_loss,validation_embedding_active_count,endgame_loss,endgame_active_count,validation_endgame_loss,validation_endgame_active_count,auto_loss,auto_active_count,validation_auto_loss,validation_auto_active_count,awards_loss,awards_active_count,validation_awards_loss,validation_awards_active_count,atomic_loss,atomic_active_count,validation_atomic_loss,validation_atomic_active_count,foul_loss,foul_active_count,validation_foul_loss,validation_foul_active_count,bonus_loss,bonus_active_count,validation_bonus_loss,validation_bonus_active_count,special_loss,special_active_count,validation_special_loss,validation_special_active_count,rank_loss,rank_active_count,validation_rank_loss,validation_rank_active_count,playoff_loss,playoff_active_count,validation_playoff_loss,validation_playoff_active_count,selection_loss,selection_active_count,validation_selection_loss,validation_selection_active_count,wm_award_loss,wm_award_active_count,validation_wm_award_loss,validation_wm_award_active_count,wm_rank_loss,wm_rank_active_count,validation_wm_rank_loss,validation_wm_rank_active_count,wm_pick_loss,wm_pick_active_count,validation_wm_pick_loss,validation_wm_pick_active_count,learning_rate_group_2,module_sab_nominal_parameter_count,module_sab_trainable_parameter_count,module_sab_gradient_receiving_parameter_count,module_pma_nominal_parameter_count,module_pma_trainable_parameter_count,module_pma_gradient_receiving_parameter_count,module_cross_nominal_parameter_count,module_cross_trainable_parameter_count,module_cross_gradient_receiving_parameter_count
development,phase-core,full-match,65,0.2166182877207395,2.7814725490783805,0.0002942392506752869,15373,1642,181,16,64162,64162,64162,0.0002802747026289223,0.0002802747026289223,3625,0.5956833958625793,0.24871914088726044,0.31905877590179443,0.5407752990722656,1.2059415578842163,1.8431764841079712,0.2854919731616974,58480,58480,58480,578,578,578,30.78932762145996,40.43608474731445,38.82059097290039,50.967166900634766,0.9939276658214333,0.0038094795309007168,0.014961319044232368,0.005673976068709318,99.91282653808594,125.05438995361328,106.70384979248047,134.2669677734375,0.7169230769230769,0.252109557390213,1.470651388168335,0.2306561708599329,61,1.0269424798058682,2.57161283493042,0.0,14.980299400020158,1026.214469383657,0.20571808940049646,15029.0,1.3773124440316042,1630.0,0.05039761473566302,14986.0,1.3736163413708027,1625.0,0.026028439499510992,15373.0,0.02985546120355103,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0002802747026289223,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,66,0.21604006698940662,2.7586490483580204,0.0002802747026289223,15373,1642,181,16,64162,64162,64162,0.00026653193131964887,0.00026653193131964887,3625,0.5955045223236084,0.24853190779685974,0.3192732632160187,0.541071355342865,1.2053124904632568,1.8432354927062988,0.28590261936187744,58480,58480,58480,578,578,578,30.52634048461914,40.28144454956055,38.61188507080078,50.696624755859375,0.9939943947684505,0.0038576400838792324,0.015468986704945564,0.005920434643843176,99.8775863647461,124.94769287109375,106.24970245361328,133.87619018554688,0.7138461538461538,0.2529275715351105,1.4529682397842407,0.23002095886033316,61,1.0196370716954841,2.366197109222412,0.0,26.574397799995495,578.4891200809302,0.20498462782421545,15029.0,1.370962922046521,1630.0,0.05049499833407486,14986.0,1.3571976217123178,1625.0,0.026040355992310027,15373.0,0.029829289707447085,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00026653193131964887,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,67,0.21541444125299858,2.7515667631913625,0.00026653193131964887,15373,1642,181,16,64162,64162,64162,0.00025302449920356425,0.00025302449920356425,3625,0.5953454375267029,0.24836385250091553,0.31914380192756653,0.5407243967056274,1.2044346332550049,1.843339443206787,0.28628650307655334,58480,58480,58480,578,578,578,30.761362075805664,40.372901916503906,38.62602615356445,50.66999435424805,0.9939943947684505,0.0037920819595456123,0.015128464438021183,0.005981636591776201,99.53005981445312,124.6731948852539,106.46556854248047,134.07235717773438,0.7175384615384616,0.2520529329776764,1.4490755796432495,0.2302358085123392,61,1.080408863356856,5.466762542724609,0.01639344262295082,21.3372182000021,720.478173673009,0.2027237590590005,15029.0,1.367291958785496,1630.0,0.05316209383336232,14986.0,1.3537563836024358,1625.0,0.026064594370211636,15373.0,0.02980806315306406,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00025302449920356425,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,68,0.21459600545166915,2.7858042139083548,0.00025302449920356425,15373,1642,181,16,64162,64162,64162,0.00023976573648539542,0.00023976573648539542,3625,0.5951843857765198,0.248216450214386,0.31967219710350037,0.540520191192627,1.2034984827041626,1.8436057567596436,0.28659799695014954,58480,58480,58480,578,578,578,30.540916442871094,40.20466232299805,38.64571762084961,50.72794723510742,0.9939943947684505,0.003796488745138049,0.014988954178988934,0.005555338628468798,100.85887908935547,126.00408172607422,106.53528594970703,134.0220947265625,0.7163076923076923,0.25175148248672485,1.4540542364120483,0.23011634265918,61,1.1157989892803255,2.5582146644592285,0.0,17.785595499997726,864.3511542811128,0.205237234417681,15029.0,1.3966809926588843,1630.0,0.05348621686378858,14986.0,1.3586216421860915,1625.0,0.02601383193435107,15373.0,0.02979040012244548,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00023976573648539542,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,69,0.21506658687888083,2.833447161894042,0.00023976573648539542,15373,1642,181,16,64162,64162,64162,0.00022676872796319417,0.00022676872796319417,3625,0.595024049282074,0.24808615446090698,0.31981608271598816,0.5407431721687317,1.2031253576278687,1.8434813022613525,0.28691333532333374,58480,58480,58480,578,578,578,30.746217727661133,40.43771743774414,38.4991569519043,50.548866271972656,0.9939943947684505,0.003796127624809742,0.014788147993385792,0.005276680301417977,103.06246948242188,128.47323608398438,105.94774627685547,133.3994598388672,0.7212307692307692,0.24997945129871368,1.4728718996047974,0.23009069856141623,61,1.015770695248588,2.889580488204956,0.0,28.00703439998324,548.8978154720015,0.20475290461574552,15029.0,1.4264433957316394,1630.0,0.04791786632927285,14986.0,1.3764136093579806,1625.0,0.025943254618568952,15373.0,0.029771484622911036,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00022676872796319417,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,70,0.2133010760223998,2.8175197597252755,0.00022676872796319417,15373,1642,181,16,64162,64162,64162,0.00021404630011522468,0.00021404630011522468,3625,0.5948920845985413,0.24796727299690247,0.31931254267692566,0.5402218103408813,1.202484130859375,1.8438174724578857,0.2872411906719208,58480,58480,58480,578,578,578,30.412622451782227,40.053382873535156,38.375308990478516,50.39980697631836,0.9939276658214333,0.0038256163243204355,0.014927571639418602,0.005389372480593957,101.27070617675781,126.56734466552734,106.78099060058594,134.3887176513672,0.712,0.25180375576019287,1.4886562824249268,0.23128291779183424,61,1.1526015615854106,2.4390957355499268,0.0,13.173036500025773,1167.005040938733,0.20258907047314467,15029.0,1.3962284289254732,1630.0,0.05239766392088461,14986.0,1.3908028514568622,1625.0,0.025935009979610638,15373.0,0.029754634070846542,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00021404630011522468,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,71,0.21270865767637817,2.7778429436189973,0.00021404630011522468,15373,1642,181,16,64162,64162,64162,0.00020161100844177555,0.00020161100844177555,3625,0.5947449207305908,0.2478475421667099,0.3199254870414734,0.5399560928344727,1.201898217201233,1.84391450881958,0.2874836325645447,58480,58480,58480,578,578,578,30.333829879760742,39.961524963378906,38.36438751220703,50.41679000854492,0.9939943947684505,0.0037838411517441273,0.014795636758208275,0.00542615586344884,99.99503326416016,125.19084167480469,106.99080657958984,134.6903839111328,0.7113846153846154,0.2527250647544861,1.473581314086914,0.2321413140165118,61,1.0627007787344886,4.968513011932373,0.0,12.249460499995621,1254.9940464729443,0.2026263961329401,15029.0,1.3708937373629377,1630.0,0.04883804474046846,14986.0,1.3765390893496,1625.0,0.025993987680056306,15373.0,0.029738344712666124,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00020161100844177555,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,72,0.21220134699312843,2.8359196040865564,0.00020161100844177555,15373,1642,181,16,64162,64162,64162,0.0001894751250743974,0.0001894751250743974,3625,0.5945957899093628,0.24773089587688446,0.32001280784606934,0.5393970608711243,1.201919674873352,1.8450758457183838,0.2877615988254547,58480,58480,58480,578,578,578,30.321491241455078,39.96615982055664,38.18208312988281,50.101524353027344,0.9939943947684505,0.003775073681026697,0.014810070395469666,0.005731076504230991,102.24219512939453,127.51030731201172,106.74738311767578,134.479248046875,0.7132307692307692,0.254464328289032,1.491721272468567,0.23279226230887265,61,1.0565885403117194,2.9184982776641846,0.0,12.139347399992403,1266.3777955649923,0.20459100043466685,15029.0,1.4122193294068788,1630.0,0.05126895829359059,14986.0,1.3932672733160165,1625.0,0.025970545411933835,15373.0,0.02972313909860607,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0001894751250743974,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,73,0.21257029092746885,2.8191611383486896,0.0001894751250743974,15373,1642,181,16,64162,64162,64162,0.00017765062666479125,0.00017765062666479125,3625,0.5944647789001465,0.247606098651886,0.31983131170272827,0.5393149852752686,1.2011642456054688,1.8447941541671753,0.28801119327545166,58480,58480,58480,578,578,578,30.395442962646484,39.95370101928711,38.18449020385742,50.16395950317383,0.9939943947684505,0.003814337309449911,0.015077626332640648,0.00577565756286239,101.86056518554688,127.06029510498047,106.72720336914062,134.4790802001953,0.7144615384615385,0.25141847133636475,1.4723328351974487,0.2279844355611847,61,1.0657732906888744,2.5989952087402344,0.0,14.239101100014523,1079.632758558356,0.20122505740095686,15029.0,1.4132350312420197,1630.0,0.05277899983175567,14986.0,1.3755070989315326,1625.0,0.02591959944621658,15373.0,0.02970787719908498,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00017765062666479125,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,74,0.21077149437608014,2.8069162142262245,0.00017765062666479125,15373,1642,181,16,64162,64162,64162,0.000166149182565298,0.000166149182565298,3625,0.5943477153778076,0.24749846756458282,0.31980207562446594,0.5395758748054504,1.2011690139770508,1.8447195291519165,0.28822997212409973,58480,58480,58480,578,578,578,30.278423309326172,39.822513580322266,38.20320129394531,50.20705032348633,0.9939943947684505,0.003718134481459856,0.014349240809679031,0.005450309944533241,100.57456970214844,125.72358703613281,107.25755310058594,134.98318481445312,0.7169230769230769,0.2515815198421478,1.4897431135177612,0.22841499896691395,61,1.0196126504022567,2.1109750270843506,0.0,11.543301099998644,1331.7680849546414,0.20394839634041212,15029.0,1.3847049341611335,1630.0,0.04988160308467364,14986.0,1.3918380259733933,1625.0,0.025989163286752787,15373.0,0.029695431820948436,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.000166149182565298,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,75,0.21056949663494123,2.8173874786507054,0.000166149182565298,15373,1642,181,16,64162,64162,64162,0.0001549821433126579,0.0001549821433126579,3625,0.5942410230636597,0.24738937616348267,0.319353848695755,0.5394380688667297,1.2009718418121338,1.8449487686157227,0.28843849897384644,58480,58480,58480,578,578,578,30.12934112548828,39.75764083862305,38.17717361450195,50.147483825683594,0.9939943947684505,0.003709317883476615,0.014518887735903263,0.00558461403593781,101.80032348632812,127.08163452148438,107.46062469482422,135.2707061767578,0.7138461538461538,0.25324109196662903,1.4802135229110718,0.23206544184684752,61,1.0543924042435944,4.564969062805176,0.0,10.907147399993846,1409.4427659434284,0.19993608404922344,15029.0,1.4041438847963064,1630.0,0.05270893612858388,14986.0,1.3829251882846538,1625.0,0.025905076384782823,15373.0,0.029682459926797616,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0001549821433126579,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,76,0.21012024138749696,2.8324139841291123,0.0001549821433126579,15373,1642,181,16,64162,64162,64162,0.00014416052942640043,0.00014416052942640043,3625,0.5941399335861206,0.24729524552822113,0.3189130425453186,0.5392469763755798,1.200537085533142,1.844998836517334,0.2886068522930145,58480,58480,58480,578,578,578,30.073030471801758,39.68977355957031,38.1323356628418,50.03166961669922,0.9939943947684505,0.0037136550527065992,0.014346515759825706,0.005491813489587809,100.91332244873047,126.03534698486328,107.47640228271484,135.31845092773438,0.7163076923076923,0.2529526948928833,1.5079216957092285,0.23357043434335636,61,1.0469426366149401,3.265564441680908,0.0,9.944594400003552,1545.8649575486465,0.20156754688557785,15029.0,1.3933512663548708,1630.0,0.050420426221990236,14986.0,1.4086595782500047,1625.0,0.025959803959491552,15373.0,0.029670264179411092,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00014416052942640043,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,77,0.20927277571640257,2.8404665245934324,0.00014416052942640043,15373,1642,181,16,64162,64162,64162,0.0001336950205329216,0.0001336950205329216,3625,0.5940297842025757,0.24720178544521332,0.31875690817832947,0.5390385985374451,1.200336217880249,1.8448907136917114,0.28878074884414673,58480,58480,58480,578,578,578,30.095489501953125,39.65359115600586,38.14125061035156,50.0824089050293,0.9939943947684505,0.0036936888936907053,0.014064697548747063,0.005253674500968258,100.78384399414062,125.96430969238281,107.50395202636719,135.38742065429688,0.7144615384615385,0.25327178835868835,1.511599063873291,0.2329204919682099,61,1.0981856955856573,5.162321090698242,0.01639344262295082,11.432992499991087,1344.6173431856955,0.1984734073210892,15029.0,1.3979379299959522,1630.0,0.04680792831583477,14986.0,1.4121175900972807,1625.0,0.02592156444040294,15373.0,0.029659438363291168,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0001336950205329216,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,78,0.20942251132335302,2.8428818892038694,0.0001336950205329216,15373,1642,181,16,64162,64162,64162,0.00012359594482598383,0.00012359594482598383,3625,0.5939249992370605,0.2471291720867157,0.3186752498149872,0.5394046902656555,1.199746012687683,1.845192313194275,0.28891950845718384,58480,58480,58480,578,578,578,30.056032180786133,39.62633514404297,38.004539489746094,49.92341232299805,0.9939943947684505,0.003714701859280467,0.014270165003836155,0.005381103842849841,100.89945983886719,126.06817626953125,107.45933532714844,135.25262451171875,0.7175384615384616,0.25226476788520813,1.5133869647979736,0.23133346141015107,61,1.1047372671424365,3.805748462677002,0.0,11.212318900012178,1371.0812310184383,0.19947000307049753,15029.0,1.3985670633842608,1630.0,0.053580314883370395,14986.0,1.4139393137418306,1625.0,0.025924698297429438,15373.0,0.029647877396750247,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00012359594482598383,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,79,0.20880287002045356,2.8513204363173603,0.00012359594482598383,15373,1642,181,16,64162,64162,64162,0.00011387326887403285,0.00011387326887403285,3625,0.5938273072242737,0.24705125391483307,0.31882333755493164,0.5393980145454407,1.199318289756775,1.8452966213226318,0.2890557646751404,58480,58480,58480,578,578,578,30.008420944213867,39.555728912353516,37.973567962646484,49.86801528930664,0.9939943947684505,0.003694270271807909,0.014227834530174732,0.005436731087572496,101.06916809082031,126.26392364501953,107.56194305419922,135.45880126953125,0.7138461538461538,0.2532716691493988,1.5237277746200562,0.23429296708622804,61,1.045637945659825,2.6875481605529785,0.0,9.14212810000754,1681.5559606944603,0.20063375447199994,15029.0,1.3974459098891978,1630.0,0.0477913948774245,14986.0,1.4235991136110746,1625.0,0.025885005437377092,15373.0,0.029636253719643468,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.00011387326887403285,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,80,0.20823412244572556,2.8490008001060345,0.00011387326887403285,15373,1642,181,16,64162,64162,64162,0.0001045365877844007,0.0001045365877844007,3625,0.5937387943267822,0.24699519574642181,0.3186485171318054,0.5394054651260376,1.198325753211975,1.845656156539917,0.2891729474067688,58480,58480,58480,578,578,578,29.9088134765625,39.491050720214844,37.940887451171875,49.825645446777344,0.9939943947684505,0.0036725851241499186,0.014012424275279045,0.0052436038177576276,100.87611389160156,126.06723022460938,107.60816955566406,135.5896453857422,0.7132307692307692,0.2548961639404297,1.520484209060669,0.23491462361812593,61,0.9958585451860897,2.3982083797454834,0.0,13.0492734000145,1178.073255786251,0.19692524708596776,15029.0,1.398277675227885,1630.0,0.046667105440388996,14986.0,1.4204572872015147,1625.0,0.025883009745955376,15373.0,0.02962702293125924,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0001045365877844007,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,81,0.2080455309302652,2.854457002609569,0.0001045365877844007,15373,1642,181,16,64162,64162,64162,9.559511573409147e-05,9.559511573409147e-05,3625,0.5936625599861145,0.24692903459072113,0.31865620613098145,0.5394327044487,1.1980125904083252,1.8457233905792236,0.28929996490478516,58480,58480,58480,578,578,578,29.86922836303711,39.44761276245117,37.91572189331055,49.792606353759766,0.9939943947684505,0.0036800072994083166,0.014137836173176765,0.0052451617646866455,100.83763122558594,126.03102111816406,107.72850799560547,135.72579956054688,0.7089230769230769,0.25561076402664185,1.5329005718231201,0.23552071918891027,61,1.0524339363223216,2.3591580390930176,0.0,9.362445000006119,1641.9856137995955,0.19704615199262093,15029.0,1.392357183380361,1630.0,0.04782729775526885,14986.0,1.4318828791838425,1625.0,0.02582660531044173,15373.0,0.029619104463729586,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,9.559511573409147e-05,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,82,0.20774980437536134,2.84228815143785,9.559511573409147e-05,15373,1642,181,16,64162,64162,64162,8.70576768765022e-05,8.70576768765022e-05,3625,0.5935849547386169,0.24686983227729797,0.31839144229888916,0.5392982959747314,1.197589635848999,1.8455207347869873,0.28939715027809143,58480,58480,58480,578,578,578,29.951568603515625,39.43817901611328,37.83921813964844,49.72592544555664,0.9939943947684505,0.0036758657079190016,0.014225844293832779,0.0055535592853261815,100.63849639892578,125.85682678222656,107.4544677734375,135.3930206298828,0.7138461538461538,0.2550238370895386,1.5245949029922485,0.23269751612039713,61,1.0365423540600012,2.0190205574035645,0.0,8.586204299994279,1790.4302603200629,0.1987039544254936,15029.0,1.3878024330899759,1630.0,0.050464852775132484,14986.0,1.4242196503419142,1625.0,0.025850000037191158,15373.0,0.0296113064260779,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8.70576768765022e-05,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,83,0.2073309319955901,2.8690776981767288,8.70576768765022e-05,15373,1642,181,16,64162,64162,64162,7.893269663304763e-05,7.893269663304763e-05,3625,0.5935130715370178,0.24681603908538818,0.3181322515010834,0.5392447710037231,1.1972452402114868,1.845834732055664,0.2894873321056366,58480,58480,58480,578,578,578,29.89128303527832,39.4166374206543,37.77742385864258,49.620025634765625,0.9939943947684505,0.0036689527332782745,0.014048568904399872,0.005210214750055732,101.40155029296875,126.65646362304688,107.28529357910156,135.1854248046875,0.7132307692307692,0.25427958369255066,1.532920479774475,0.23131650407039203,61,0.9799258005423624,3.822631597518921,0.0,8.280594399984693,1856.5092380359092,0.19561794762507004,15029.0,1.4068233639184682,1630.0,0.0444253414944381,14986.0,1.4319896103051992,1625.0,0.025788760260169154,15373.0,0.029604137123048522,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.893269663304763e-05,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,84,0.20735247287304828,2.851282954070803,7.893269663304763e-05,15373,1642,181,16,64162,64162,64162,7.12281933782873e-05,7.12281933782873e-05,3625,0.5934462547302246,0.24677525460720062,0.317993700504303,0.5389447212219238,1.1969773769378662,1.8458774089813232,0.2895601987838745,58480,58480,58480,578,578,578,29.8492431640625,39.374351501464844,37.79787063598633,49.708309173583984,0.9939943947684505,0.0036680453922599554,0.014238336123526096,0.005525678292596229,101.43563079833984,126.67981719970703,107.4910888671875,135.43380737304688,0.7107692307692308,0.2537252604961395,1.515809178352356,0.23288685594212552,61,1.1131940542674454,5.090079307556152,0.01639344262295082,8.824897499987856,1742.0032357340303,0.19604721729730337,15029.0,1.404962328752857,1630.0,0.050789508330723356,14986.0,1.4160773331568792,1625.0,0.025861661194817684,15373.0,0.02959777986297291,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7.12281933782873e-05,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,85,0.20726736451237512,2.8394214953051997,7.12281933782873e-05,15373,1642,181,16,64162,64162,64162,6.395177052675787e-05,6.395177052675787e-05,3625,0.5933866500854492,0.2467302680015564,0.3179076015949249,0.5387862920761108,1.1968293190002441,1.8463916778564453,0.28963759541511536,58480,58480,58480,578,578,578,29.841327667236328,39.36066818237305,37.784446716308594,49.66917037963867,0.9939943947684505,0.0036716340109705925,0.014212420210242271,0.005432377461336298,100.31584167480469,125.49151611328125,107.67987060546875,135.70321655273438,0.7138461538461538,0.2545519471168518,1.5219870805740356,0.23113766112579748,61,1.0648818582784934,5.039299488067627,0.01639344262295082,11.225143499992555,1369.5147861593214,0.19907635871946347,15029.0,1.3873055690636664,1630.0,0.04900736985975487,14986.0,1.4219126626528227,1625.0,0.02589698021619948,15373.0,0.02959123481604998,1642.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6.395177052675787e-05,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
