comparison,metric,omitted_event,delta_right_minus_left,left_value,right_value,relative_delta
full-v-teammate:official-total-core,differential_squared_error,2026joh,-77.55288475826202,179.15653723715818,178.93996744732848,-0.0012088299604887279
full-v-teammate:official-total-core,differential_squared_error,2026mil,-497.0431235083482,179.77002316516055,178.38222474589224,-0.007719854483154246
full-v-teammate:official-total-core,differential_squared_error,2026new,-264.61829059996876,180.520822493151,179.78639843715587,-0.00406836200861537
full-v-teammate:official-total-core,winner_brier,2026arc,-0.006202190977898436,0.29197306507519616,0.2857708740972977,-0.021242339516150704
full-v-teammate:official-total-core,winner_brier,2026cur,-0.003012461465091871,0.295320113435026,0.29230765196993413,-0.010200664729714232
full-v-teammate:official-total-core,winner_brier,2026dal,-0.0008708951989101873,0.28974911065514014,0.28887821545622994,-0.0030056872200265186
full-v-teammate:official-total-core,winner_brier,2026gal,0.000288319516093027,0.29110758678619864,0.2913959063022916,0.0009904225419749596
full-v-teammate:official-total-core,winner_brier,2026hop,-0.01461139749658071,0.30386190849131844,0.28925051099473775,-0.04808565038351344
full-v-teammate:official-total-core,winner_brier,2026joh,-0.006939259908910371,0.29602348258520017,0.28908422267628986,-0.023441585945510535
full-v-teammate:official-total-core,winner_brier,2026mil,-0.00420230097307311,0.29248145853187807,0.28827915755880495,-0.014367751700113661
full-v-teammate:official-total-core,winner_brier,2026new,-0.0034998975392579713,0.29670175053767955,0.2932018529984216,-0.011796012436446603
full-v-teammate:official-total-core,winner_log_loss,2026arc,0.31096833549378655,1.295069119423845,1.6060374549176317,0.24011717276691097
full-v-teammate:official-total-core,winner_log_loss,2026cur,0.32602173857451683,1.3574809948942446,1.6835027334687616,0.2401667056855672
full-v-teammate:official-total-core,winner_log_loss,2026dal,0.3174693237888341,1.3146012830108862,1.6320706067997204,0.24149476186553
full-v-teammate:official-total-core,winner_log_loss,2026gal,0.35966193103958055,1.28329402019167,1.6429559512312504,0.2802646356801865
full-v-teammate:official-total-core,winner_log_loss,2026hop,0.23224888718175216,1.3997354758266682,1.6319843630084203,0.16592341281097306
full-v-teammate:official-total-core,winner_log_loss,2026joh,0.30428795593668545,1.339203052397736,1.6434910083344214,0.22721569771804362
full-v-teammate:official-total-core,winner_log_loss,2026mil,0.3181123053288969,1.3190123192188015,1.6371246245476985,0.24117462793471275
full-v-teammate:official-total-core,winner_log_loss,2026new,0.29936416106393327,1.3748097242911945,1.6741738853551278,0.21774952255176644
full-v-additive:official-total-core,score_squared_error,2026arc,4758.4337465038725,125.75975652345262,143.43622313537804,0.14055741757601908
full-v-additive:official-total-core,score_squared_error,2026cur,5052.674033517357,125.63428744928794,144.3490499324733,0.14896222092826
full-v-additive:official-total-core,score_squared_error,2026dal,4745.075414881995,128.6015372481224,145.88841899706165,0.13442204594791207
full-v-additive:official-total-core,score_squared_error,2026gal,5426.190984075872,122.6458446882021,143.06709685793749,0.1665058626458284
full-v-additive:official-total-core,score_squared_error,2026hop,4615.692414350064,124.11711377338086,141.4947007692671,0.1400095963205774
full-v-additive:official-total-core,score_squared_error,2026joh,4726.922754164009,125.8304791051776,143.38839641338677,0.13953628272791585
full-v-additive:official-total-core,score_squared_error,2026mil,4758.644678076137,127.35976662672525,144.84182694681138,0.1372651723783678
full-v-additive:official-total-core,score_squared_error,2026new,4947.858949103653,123.96224952895628,142.52893831563776,0.1497769591729174
full-v-additive:official-total-core,differential_squared_error,2026arc,8880.486352954715,148.88561239404993,176.20275801163268,0.18347740374861404
full-v-additive:official-total-core,differential_squared_error,2026cur,9789.074498279748,152.0973728517033,181.4460948234208,0.1929600848551988
full-v-additive:official-total-core,differential_squared_error,2026dal,9128.747367690288,152.29934734267925,179.7883159960523,0.1804930167659998
full-v-additive:official-total-core,differential_squared_error,2026gal,10044.30373602527,147.80670109750386,178.58086298747725,0.20820545794924783
full-v-additive:official-total-core,differential_squared_error,2026hop,9205.345288746064,149.2138686174304,177.39820708374097,0.18888551531742961
full-v-additive:official-total-core,differential_squared_error,2026joh,9540.520386468128,149.92995552451436,178.93996744732848,0.19349043239108302
full-v-additive:official-total-core,differential_squared_error,2026mil,8887.178985162156,151.43658448384215,178.38222474589224,0.17793349179058587
full-v-additive:official-total-core,differential_squared_error,2026new,9859.791114116957,149.87781006168595,179.78639843715587,0.19955314507971722
full-v-additive:official-total-core,winner_brier,2026arc,0.07031967796681184,0.21545119613048588,0.2857708740972977,0.32638332592139974
full-v-additive:official-total-core,winner_brier,2026cur,0.06974096921755384,0.2225666827523803,0.29230765196993413,0.31334864839201976
full-v-additive:official-total-core,winner_brier,2026dal,0.0657896101767949,0.22308860527943503,0.28887821545622994,0.2949034985197408
full-v-additive:official-total-core,winner_brier,2026gal,0.07386046065426682,0.21753544564802485,0.2913959063022916,0.3395329916659832
full-v-additive:official-total-core,winner_brier,2026hop,0.06559622327124537,0.22365428772349236,0.28925051099473775,0.2932929385746592
full-v-additive:official-total-core,winner_brier,2026joh,0.06978147723518092,0.21930274544110892,0.28908422267628986,0.3181970070407527
full-v-additive:official-total-core,winner_brier,2026mil,0.06727129360634833,0.22100786395245658,0.28827915755880495,0.3043841626414698
full-v-additive:official-total-core,winner_brier,2026new,0.07136050459718754,0.2218413484012341,0.2932018529984216,0.3216735974220689
full-v-additive:official-total-core,winner_log_loss,2026arc,0.8349598572556214,0.77107759766201,1.6060374549176317,1.0828480295463252
full-v-additive:official-total-core,winner_log_loss,2026cur,0.8729343899661287,0.8105683435026328,1.6835027334687616,1.0769411326798173
full-v-additive:official-total-core,winner_log_loss,2026dal,0.819638108204479,0.8124324985952412,1.6320706067997204,1.008869179435457
full-v-additive:official-total-core,winner_log_loss,2026gal,0.855328385446798,0.7876275657844526,1.6429559512312504,1.085955371045092
full-v-additive:official-total-core,winner_log_loss,2026hop,0.8252572704270834,0.8067270925813369,1.6319843630084203,1.0229695742415867
full-v-additive:official-total-core,winner_log_loss,2026joh,0.8622929632008177,0.7811980451336036,1.6434910083344214,1.1038083986159297
full-v-additive:official-total-core,winner_log_loss,2026mil,0.8414953839771563,0.7956292405705422,1.6371246245476985,1.0576476341841379
full-v-additive:official-total-core,winner_log_loss,2026new,0.8692283017324105,0.8049455836227175,1.6741738853551278,1.0798597065659812
