phase,supervision_mode,architecture,epoch,nominal_parameter_count,trainable_parameter_count,gradient_receiving_parameter_count,active_team_rows,module_Z_base_nominal_parameter_count,module_Z_base_trainable_parameter_count,module_Z_base_gradient_receiving_parameter_count,module_prediction_heads_nominal_parameter_count,module_prediction_heads_trainable_parameter_count,module_prediction_heads_gradient_receiving_parameter_count,module_sab_nominal_parameter_count,module_sab_trainable_parameter_count,module_sab_gradient_receiving_parameter_count,module_pma_nominal_parameter_count,module_pma_trainable_parameter_count,module_pma_gradient_receiving_parameter_count,module_cross_nominal_parameter_count,module_cross_trainable_parameter_count,module_cross_gradient_receiving_parameter_count
development,official-total-core,teammate-set,9,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,10,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,11,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,12,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,13,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,14,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,15,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,16,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,17,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,18,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,19,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,20,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,21,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,22,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,23,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,24,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,25,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,26,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,27,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,28,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,29,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,30,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,31,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,32,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,33,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,34,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,35,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,36,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,37,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,38,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,39,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,40,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,41,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,42,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,43,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,44,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,45,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,46,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,47,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,48,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,49,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,50,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,51,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,52,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,53,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,54,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,55,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,56,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,57,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,58,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,59,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,60,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,61,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,62,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,63,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,64,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,65,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,66,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,67,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,68,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,69,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,70,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,71,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,72,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,73,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,74,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,75,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,76,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,77,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,78,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,79,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,80,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,81,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,82,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,83,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,84,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,85,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,86,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,87,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,88,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,89,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,90,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,91,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,92,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,93,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,94,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,95,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,96,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,97,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,98,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,99,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,100,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,full-match,1,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,2,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,3,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,4,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,5,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,6,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,7,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,8,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,9,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,10,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,11,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,12,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,13,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,14,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,15,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,16,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,17,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,18,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,19,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,20,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,21,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,22,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,23,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,24,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,25,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,26,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,27,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,28,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,29,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,30,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,31,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,32,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,33,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,34,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,35,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,36,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,37,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,38,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,39,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,40,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,41,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,42,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,43,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,44,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,45,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,46,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,47,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,48,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,49,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,50,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,51,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,52,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,53,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,54,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,55,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,56,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,57,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,58,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,59,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,60,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,61,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,62,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,63,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,64,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,65,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,66,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,67,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,68,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,69,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,70,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,71,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,72,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,73,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,74,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,75,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,76,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,77,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
