phase,supervision_mode,architecture,epoch,nominal_parameter_count,trainable_parameter_count,gradient_receiving_parameter_count,active_team_rows,module_Z_base_nominal_parameter_count,module_Z_base_trainable_parameter_count,module_Z_base_gradient_receiving_parameter_count,module_prediction_heads_nominal_parameter_count,module_prediction_heads_trainable_parameter_count,module_prediction_heads_gradient_receiving_parameter_count,module_sab_nominal_parameter_count,module_sab_trainable_parameter_count,module_sab_gradient_receiving_parameter_count,module_pma_nominal_parameter_count,module_pma_trainable_parameter_count,module_pma_gradient_receiving_parameter_count,module_cross_nominal_parameter_count,module_cross_trainable_parameter_count,module_cross_gradient_receiving_parameter_count
development,phase-core,full-match,5,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,6,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,7,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,8,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,9,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,10,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,11,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,12,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,13,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,14,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,15,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,16,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,17,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,18,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,19,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,20,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,21,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,22,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,23,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,24,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,25,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,26,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,27,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,28,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,29,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,30,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,31,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,32,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,33,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,34,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,35,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,36,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,37,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,38,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,39,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,40,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,41,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,42,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,43,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,44,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,45,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,46,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,47,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,48,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,49,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,50,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,51,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,52,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,53,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,54,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,55,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,56,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,57,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,58,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,59,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,60,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,61,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,62,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,63,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,64,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,65,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,66,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,67,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,68,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,69,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,70,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,71,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,72,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,73,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,74,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,75,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,76,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,77,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,78,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,79,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,80,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,81,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,82,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,83,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,84,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,85,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,86,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,87,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,88,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,89,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,90,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,91,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,92,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,93,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,94,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,95,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,96,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,97,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,98,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,99,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,phase-core,full-match,100,64162,64162,64162,3625,58480,58480,58480,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,additive,1,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,2,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,3,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,4,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,5,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,6,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,7,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,8,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,9,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,10,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,11,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,12,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,13,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,14,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,15,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,16,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,17,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,18,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,19,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,20,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,21,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,22,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,23,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,24,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,25,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,26,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,27,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,28,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,29,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,30,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,31,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,32,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,33,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,34,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,35,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,36,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,37,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,38,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,39,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,40,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,41,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,42,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,43,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,44,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,45,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,46,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,47,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,48,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,49,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,50,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,51,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,52,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,53,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,54,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,55,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,56,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,57,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,58,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,59,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,60,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,61,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,62,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,63,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,64,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,65,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,66,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,67,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,68,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,69,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,70,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,71,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,72,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,73,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,74,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,75,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,76,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,77,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,78,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,79,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,80,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,81,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,82,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,83,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,84,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,85,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,86,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,87,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,88,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,89,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,90,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,91,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,92,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,93,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,94,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,95,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,96,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,97,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,98,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,99,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,additive,100,58513,58513,58513,3625,58480,58480,58480,33,33,33,,,,,,,,,
development,official-total-core,teammate-set,1,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,2,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,3,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,4,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,5,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,6,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,7,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
development,official-total-core,teammate-set,8,62449,62449,62449,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
