supervision_mode,architecture,seed,epoch,scope,probability_variant,metric,value,count,direction
baseline,direct-total-ridge,control,0.0,division:2026hop,transferred_score_red_win_probability,alliance_score_rmse,133.7298420216926,280,lower
baseline,direct-total-ridge,control,0.0,division:2026hop,transferred_score_red_win_probability,mean_bias,-72.95997613208297,280,lower
baseline,direct-total-ridge,control,0.0,division:2026hop,transferred_score_red_win_probability,relative_bias,-0.15819595865586075,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,raw_pred_red_win_probability,alliance_score_rmse,121.48051336093513,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,raw_pred_red_win_probability,mean_bias,-42.026108041213384,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,raw_pred_red_win_probability,relative_bias,-0.10122417420679353,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_platt_red_win_probability,alliance_score_rmse,121.48051336093513,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_platt_red_win_probability,mean_bias,-42.026108041213384,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_platt_red_win_probability,relative_bias,-0.10122417420679353,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_score_red_win_probability,alliance_score_rmse,121.48051336093513,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_score_red_win_probability,mean_bias,-42.026108041213384,280,lower
baseline,direct-total-ridge,control,0.0,division:2026joh,transferred_score_red_win_probability,relative_bias,-0.10122417420679353,280,lower
baseline,direct-total-ridge,control,0.0,division:2026mil,raw_pred_red_win_probability,alliance_score_rmse,117.6949831173646,278,lower
baseline,direct-total-ridge,control,0.0,division:2026mil,raw_pred_red_win_probability,mean_bias,-62.245911754709475,278,lower
baseline,direct-total-ridge,control,0.0,division:2026mil,raw_pred_red_win_probability,relative_bias,-0.15120376313139383,278,lower
baseline,direct-total-ridge,control,0.0,division:2026mil,transferred_platt_red_win_probability,alliance_score_rmse,117.6949831173646,278,lower
